,from_roman,to_roman
9,I,vi7
10,vi7,IV
11,IV,I
12,I,I
13,I,vi7
14,vi7,IV
15,IV,V6
16,V6,IV
17,IV,V6
18,V6,vi7
19,vi7,V6
20,V6,IV
21,IV,V6
22,V6,I
23,I,IV
24,IV,V6
25,V6,I
26,I,V6
27,V6,vi7
28,vi7,IV
29,IV,V6
30,V6,vi7
31,vi7,IV
32,IV,V6
33,V6,I
34,I,I
35,I,vi7
36,vi7,IV
37,IV,I
38,I,I
39,I,vi7
40,vi7,IV
41,IV,I
42,I,I
43,I,vi7
44,vi7,IV
45,IV,IV
46,IV,V6
47,V6,vi7
48,vi7,V6
49,V6,IV
50,IV,V6
51,V6,I
52,I,IV
53,IV,V6
54,V6,I
55,I,V6
56,V6,vi7
57,vi7,IV
58,IV,V6
59,V6,vi7
60,vi7,IV
61,IV,V6
62,V6,I
63,I,IV
64,IV,vi7
65,vi7,IV
66,IV,V6
67,V6,IV
68,IV,V6
69,V6,IV
70,IV,V6
71,V6,vi7
72,vi7,V6
73,V6,IV
74,IV,V6
75,V6,I
76,I,IV
77,IV,V6
78,V6,I
79,I,V6
80,V6,vi7
81,vi7,IV
82,IV,V6
83,V6,I
84,I,V6
85,V6,vi7
86,vi7,IV
87,IV,V6
88,V6,vi7
89,vi7,IV
90,IV,V6
91,V6,I
0,I,I
1,I,I
2,I,I
3,I,I
4,I,IV
5,IV,V
6,V,I
7,I,IV
8,IV,I
9,I,IV
10,IV,V
11,V,IV
12,IV,V
13,V,I
14,I,IV
15,IV,I
16,I,IV
17,IV,V
18,V,I
19,I,IV
20,IV,V
21,V,I
22,I,IV
23,IV,I
24,I,IV
25,IV,I
26,I,IV
27,IV,V
28,V,IV
29,IV,V
30,V,I
31,I,IV
32,IV,I
33,I,IV
34,IV,I
35,I,IV
36,IV,V
37,V,IV
38,IV,V
39,V,I
40,I,IV
41,IV,I
42,I,IV
43,IV,V
44,V,IV
45,IV,V
46,V,I
47,I,IV
48,IV,I
49,I,IV
50,IV,V
51,V,I
52,I,IV
53,IV,V
54,V,I
55,I,IV
56,IV,I
57,I,IV
58,IV,I
59,I,IV
60,IV,I
61,I,IV
62,IV,I
63,I,IV
64,IV,V
65,V,IV
66,IV,V
67,V,I
68,I,IV
69,IV,I
70,I,IV
71,IV,I
72,I,IV
73,IV,V
74,V,IV
75,IV,V
76,V,I
77,I,IV
78,IV,I
79,I,IV
80,IV,V
81,V,IV
82,IV,V
83,V,I
84,I,IV
85,IV,I
86,I,IV
87,IV,V
88,V,I
89,I,IV
90,IV,V
91,V,I
92,I,IV
93,IV,I
94,I,IV
95,IV,I
96,I,IV
97,IV,I
98,I,IV
99,IV,V
100,V,IV
101,IV,V
102,V,I
103,I,IV
104,IV,I
105,I,IV
106,IV,I
107,I,IV
108,IV,I
109,I,IV
110,IV,I
111,I,IV
112,IV,V
113,V,IV
114,IV,V
115,V,I
116,I,IV
117,IV,I
118,I,IV
119,IV,V
120,V,IV
121,IV,V
122,V,I
123,I,IV
124,IV,I
125,I,IV
126,IV,V
127,V,I
128,I,IV
129,IV,V
130,V,I
131,I,IV
132,IV,I
133,I,IV
134,IV,I
135,I,IV
136,IV,I
137,I,IV
138,IV,I
139,I,IV
140,IV,I
141,I,IV
142,IV,V
143,V,IV
144,IV,V
145,V,I
146,I,IV
147,IV,I
148,I,IV
149,IV,I
150,I,IV
151,IV,I
152,I,IV
153,IV,I
154,I,IV
155,IV,I
156,I,IV
157,IV,V
158,V,IV
159,IV,V
160,V,I
161,I,IV
162,IV,I
163,I,IV
164,IV,V
165,V,IV
166,IV,V
167,V,I
168,I,IV
169,IV,I
170,I,IV
171,IV,V
172,V,I
0,IV,vi
1,vi,ii
2,ii,IV
3,IV,vi
4,vi,ii
5,ii,IV
6,IV,vi
7,vi,ii
8,ii,IV
9,IV,vi
10,vi,ii
11,ii,IV
12,IV,vi
13,vi,ii
14,ii,IV
15,IV,IV
16,IV,vi
17,vi,ii
18,ii,IV
19,IV,IV
20,IV,VI
21,VI,ii
22,ii,IV
23,IV,IV
24,IV,VI
25,VI,ii
26,ii,IV
27,IV,IV
28,IV,vi
29,vi,ii
30,ii,IV
31,IV,vi
32,vi,ii
33,ii,IV
34,IV,vi
35,vi,ii
36,ii,IV
37,IV,vi
38,vi,ii
39,ii,IV
40,IV,vi
41,vi,ii
42,ii,IV
43,IV,IV
44,IV,vi
45,vi,ii
46,ii,IV
47,IV,IV
48,IV,VI
49,VI,ii
50,ii,IV
51,IV,IV
52,IV,VI
53,VI,ii
54,ii,IV
55,IV,IV
56,IV,VI
57,VI,ii
58,ii,IV
59,IV,IV
60,IV,VI
61,VI,ii
62,ii,IV
63,IV,IV
64,IV,vi
65,vi,ii
66,ii,IV
67,IV,vi
68,vi,ii
69,ii,ii
70,ii,IV
71,IV,IV
72,IV,♭VII
73,♭VII,VI
74,VI,ii
75,ii,IV
76,IV,IV
77,IV,♭VII
78,♭VII,VI
79,VI,ii
80,ii,IV
81,IV,IV
82,IV,♭VII
83,♭VII,VI
84,VI,ii
85,ii,IV
86,IV,IV
87,IV,♭VII
88,♭VII,VI
89,VI,ii
90,ii,IV
91,IV,IV
92,IV,♭VII
93,♭VII,VI
94,VI,IV
95,IV,VI
96,VI,ii
97,ii,IV
98,IV,IV
99,IV,VI
100,VI,ii
101,ii,IV
0,I,♭VII
1,♭VII,IV
2,IV,I
3,I,♭VII
4,♭VII,IV
5,IV,I
6,I,♭VII
7,♭VII,IV
8,IV,I
9,I,♭VII
10,♭VII,IV
11,IV,I
12,I,♭VII
13,♭VII,IV
14,IV,I
15,I,♭VII
16,♭VII,IV
17,IV,I
18,I,♭VII
19,♭VII,IV
20,IV,I
21,I,♭VII
22,♭VII,IV
23,IV,I
24,I,♭VII
25,♭VII,IV
26,IV,I
27,I,♭VII
28,♭VII,IV
29,IV,I
30,I,♭VII
31,♭VII,IV
32,IV,I
33,I,♭VII
34,♭VII,IV
35,IV,I
36,I,♭VII
37,♭VII,IV
38,IV,I
39,I,♭VII
40,♭VII,IV
41,IV,♭III
42,♭III,♭VII
43,♭VII,I
44,I,♭VII
45,♭VII,IV
46,IV,I
47,I,♭VII
48,♭VII,IV
49,IV,I
50,I,♭VII
51,♭VII,IV
52,IV,♭III
53,♭III,♭VII
54,♭VII,I
55,I,I
56,I,♭VII
57,♭VII,IV
58,IV,I
59,I,♭VII
60,♭VII,IV
61,IV,I
62,I,♭VII
63,♭VII,IV
64,IV,I
65,I,♭VII
66,♭VII,IV
67,IV,I
68,I,♭VII
69,♭VII,IV
70,IV,I
71,I,♭VII
72,♭VII,IV
73,IV,I
74,I,♭VII
75,♭VII,IV
76,IV,I
77,I,♭VII
78,♭VII,IV
79,IV,I
80,I,♭VII
81,♭VII,IV
82,IV,I
83,I,♭VII
84,♭VII,IV
85,IV,I
86,I,♭VII
87,♭VII,IV
88,IV,I
89,I,♭VII
90,♭VII,IV
91,IV,I
92,I,♭VII
93,♭VII,IV
94,IV,I
95,I,♭VII
96,♭VII,IV
97,IV,I
98,I,♭VII
99,♭VII,IV
100,IV,I
101,I,♭VII
102,♭VII,IV
103,IV,I
104,I,♭VII
105,♭VII,IV
106,IV,I
107,I,♭VII
108,♭VII,IV
109,IV,I
110,I,♭VII
111,♭VII,IV
112,IV,I
113,I,♭VII
114,♭VII,IV
115,IV,I
116,I,♭VII
117,♭VII,IV
118,IV,I
119,I,♭VII
120,♭VII,IV
121,IV,I
122,I,♭VII
123,♭VII,IV
124,IV,I
125,I,♭VII
126,♭VII,IV
127,IV,I
128,I,♭VII
129,♭VII,IV
130,IV,I
131,I,♭VII
132,♭VII,IV
133,IV,I
134,I,♭VII
135,♭VII,IV
136,IV,I
137,I,♭VII
138,♭VII,IV
139,IV,I
140,I,♭VII
141,♭VII,IV
142,IV,I
143,I,♭VII
144,♭VII,IV
145,IV,I
146,I,♭VII
147,♭VII,IV
148,IV,I
149,I,♭VII
150,♭VII,IV
151,IV,I
152,I,♭VII
153,♭VII,IV
0,♭III,v
1,v,i7
2,i7,v6
3,v6,♭III
4,♭III,v
5,v,i7
6,i7,v6
7,v6,♭III
8,♭III,v
9,v,i7
10,i7,v6
11,v6,♭III
12,♭III,v
13,v,i7
14,i7,v6
15,v6,♭III
16,♭III,v
17,v,i7
18,i7,v6
19,v6,♭III
20,♭III,v
21,v,i7
22,i7,v6
23,v6,♭III
24,♭III,v
25,v,i7
26,i7,v6
27,v6,♭III
28,♭III,v
29,v,i7
30,i7,v6
31,v6,♭III
32,♭III,v
33,v,i7
34,i7,v6
35,v6,♭VI
36,♭VI,♭III
37,♭III,♭VII
38,♭VII,♭VII
39,♭VII,♭VI
40,♭VI,♭VI
41,♭VI,♭III
42,♭III,♭VII
43,♭VII,♭VII
44,♭VII,♭VI
45,♭VI,♭VI
46,♭VI,♭III
47,♭III,♭VII
48,♭VII,♭VII
49,♭VII,♭III
50,♭III,v
51,v,i7
52,i7,♭VII
53,♭VII,♭III
54,♭III,v
55,v,i7
56,i7,v6
57,v6,♭III
58,♭III,v
59,v,i7
60,i7,v6
61,v6,♭III
62,♭III,v
63,v,i7
64,i7,v6
65,v6,♭III
66,♭III,v
67,v,i7
68,i7,v6
69,v6,♭VI
70,♭VI,♭III
71,♭III,♭VII
72,♭VII,♭VII
73,♭VII,♭VI
74,♭VI,♭VI
75,♭VI,♭III
76,♭III,♭VII
77,♭VII,♭VII
78,♭VII,♭VI
79,♭VI,♭VI
80,♭VI,♭III
81,♭III,♭VII
82,♭VII,♭VII
83,♭VII,♭III
84,♭III,♭VI
85,♭VI,♭III
86,♭III,♭VII
87,♭VII,i7
88,i7,♭VI
89,♭VI,♭III
90,♭III,♭VII
91,♭VII,♭III
92,♭III,♭VI
93,♭VI,♭III
94,♭III,♭VII
95,♭VII,i7
96,i7,♭VI
97,♭VI,♭III
98,♭III,♭VII
99,♭VII,♭VI
100,♭VI,♭III
101,♭III,♭VII
102,♭VII,♭VII
103,♭VII,♭VI
104,♭VI,♭VI
105,♭VI,♭III
106,♭III,♭VII
107,♭VII,♭VII
108,♭VII,♭VI
109,♭VI,♭VI
110,♭VI,♭III
111,♭III,♭VII
112,♭VII,♭VII
0,i,III
1,III,IV
2,IV,iv
3,iv,VI
4,VI,vi
5,vi,VII
6,VII,iv
7,iv,VII
8,VII,III
9,III,i
10,i,iv
11,iv,VII
12,VII,III
13,III,i
14,i,iv
15,iv,VII
16,VII,III
17,III,i
18,i,iv
19,iv,VII
20,VII,III
21,III,i
22,i,VI
23,VI,vi
24,vi,III
25,III,i
26,i,iv
27,iv,IV
28,IV,VII
29,VII,i
30,i,IV
31,IV,VI
32,VI,III
33,III,i
34,i,IV
35,IV,VI
36,VI,III
37,III,i
38,i,IV
39,IV,VI
40,VI,III
41,III,i
42,i,IV
43,IV,VI
44,VI,III
45,III,iv
46,iv,VII
47,VII,III
48,III,i
49,i,iv
50,iv,VII
51,VII,III
52,III,i
53,i,iv
54,iv,VII
55,VII,III
56,III,i
57,i,iv
58,iv,VII
59,VII,III
60,III,i
61,i,VI
62,VI,vi
63,vi,III
64,III,i
65,i,iv
66,iv,IV
67,IV,VII
68,VII,i
69,i,IV
70,IV,VI
71,VI,III
72,III,i
73,i,IV
74,IV,VI
75,VI,III
76,III,i
77,i,IV
78,IV,VI
79,VI,III
80,III,i
81,i,IV
82,IV,VI
83,VI,III
84,III,i
85,i,III
86,III,iv
87,iv,VII
88,VII,i
89,i,IV
90,IV,VI
91,VI,III
92,III,i
93,i,IV
94,IV,VI
95,VI,III
96,III,i
97,i,IV
98,IV,VI
99,VI,III
100,III,i
101,i,IV
102,IV,VI
103,VI,III
0,i,♯VII
1,♯VII,VII
2,VII,v
3,v,i
4,i,♯VII
5,♯VII,♯i
6,♯i,♯IV
7,♯IV,♯VII
8,♯VII,♯i
9,♯i,♯ii
10,♯ii,♯i
11,♯i,♯IV
12,♯IV,♯VII
13,♯VII,♯i
14,♯i,♯ii
15,♯ii,♯i
16,♯i,♯IV
17,♯IV,♯VII
18,♯VII,♯iii
19,♯iii,♯IV
20,♯IV,♯VII
21,♯VII,♯i
22,♯i,♯ii
23,♯ii,♯i7
24,♯i7,♯IV
25,♯IV,♯VII
26,♯VII,♯i
27,♯i,♯ii
28,♯ii,♯i7
29,♯i7,♯IV
30,♯IV,♯VII9
31,♯VII9,♯III
32,♯III,♯iii
33,♯iii,♯VII
34,♯VII,♯IV7
35,♯IV7,♯VII
36,♯VII,♯i
37,♯i,♯ii
38,♯ii,♯i7
39,♯i7,♯IV
40,♯IV,♯VII
41,♯VII,♯i
42,♯i,♯ii
43,♯ii,♯i7
44,♯i7,♯IV
45,♯IV,♯VII9
46,♯VII9,♯III
47,♯III,♯iii
48,♯iii,♯VII
49,♯VII,♯IV7
50,♯IV7,♯VII
51,♯VII,♯i
52,♯i,♯ii
53,♯ii,♯i7
54,♯i7,♯IV
55,♯IV,♯VII
56,♯VII,♯i
57,♯i,♯ii
58,♯ii,♯i7
59,♯i7,♯IV
60,♯IV,♯VII
61,♯VII,♯iii
62,♯iii,♯VII
63,♯VII,♯iii
64,♯iii,♯VII
0,I,vi
1,vi,IV
2,IV,V
3,V,I
4,I,I
5,I,vi
6,vi,IV
7,IV,V
8,V,vi
9,vi,I
10,I,vi
11,vi,IV
12,IV,V
13,V,I
14,I,IV
15,IV,♭III
16,♭III,I
17,I,II
18,II,V
19,V,I
20,I,vi
21,vi,IV
22,IV,V
23,V,vi
24,vi,♭V
25,♭V,♭VI
26,♭VI,♭V
27,♭V,♭VI
28,♭VI,♭V
29,♭V,♭VII
30,♭VII,I
31,I,vi
32,vi,IV
33,IV,V
34,V,vi
35,vi,I
36,I,vi
37,vi,IV
38,IV,V
39,V,I
40,I,IV
41,IV,♭III
42,♭III,I
43,I,II
44,II,V
45,V,I
46,I,vi
47,vi,IV
48,IV,V
49,V,vi
50,vi,IV
51,IV,V
52,V,vi
53,vi,I
54,I,vi
55,vi,IV
0,i,VII
1,VII,VI
2,VI,VII
3,VII,i
4,i,VII
5,VII,VI
6,VI,VII
7,VII,iv
8,iv,III
9,III,♭II
10,♭II,♭II
11,♭II,III
12,III,iv
13,iv,III
14,III,VII
15,VII,i
16,i,VII
17,VII,VI
18,VI,VII
19,VII,i
20,i,VII
21,VII,VI
22,VI,VII
23,VII,iv
24,iv,III
25,III,♭II
26,♭II,♭II
27,♭II,III
28,III,iv
29,iv,III
30,III,VII
31,VII,i
32,i,III
33,III,VII
34,VII,VI
35,VI,i
36,i,III
37,III,VII
38,VII,i
39,i,III
40,III,VII
41,VII,VI
42,VI,i
43,i,VII
44,VII,VI
45,VI,VII
46,VII,i
47,i,VII
48,VII,VI
49,VI,VII
50,VII,iv
51,iv,III
52,III,♭II
53,♭II,♭II
54,♭II,III
55,III,iv
56,iv,III
57,III,VII
58,VII,i
59,i,VII
60,VII,VI
61,VI,VII
62,VII,i
63,i,VII
64,VII,VI
65,VI,VII
66,VII,iv
67,iv,III
68,III,♭II
69,♭II,♭II
70,♭II,III
71,III,iv
72,iv,III
73,III,VII
74,VII,i
75,i,III
76,III,VII
77,VII,VI
78,VI,i
79,i,III
80,III,VII
81,VII,i
82,i,III
83,III,VII
84,VII,VI
85,VI,i
86,i,VII
87,VII,VI
88,VI,i
89,i,VII
90,VII,VI
91,VI,iv
92,iv,III
93,III,♭II
94,♭II,iv
95,iv,III
96,III,VII
97,VII,i
98,i,III
99,III,VII
100,VII,VI
101,VI,i
102,i,III
103,III,VII
104,VII,i
105,i,III
106,III,VII
107,VII,VI
108,VI,v7
0,I,V
1,V,IV
2,IV,I
3,I,IV
4,IV,I
5,I,II7
6,II7,V
7,V,I
8,I,V
9,V,IV
10,IV,I
11,I,IV
12,IV,V
13,V,I
14,I,V
15,V,I
16,I,V
17,V,IV
18,IV,I
19,I,IV
20,IV,I
21,I,II7
22,II7,V
23,V,I
24,I,V
25,V,IV
26,IV,I
27,I,IV
28,IV,V
29,V,I
30,I,V
31,V,I
32,I,V
33,V,IV
34,IV,I
35,I,IV
36,IV,I
37,I,II7
38,II7,V
39,V,I
40,I,V
41,V,IV
42,IV,I
43,I,IV
44,IV,V
45,V,I
46,I,vi
47,vi,II7
48,II7,vi
49,vi,II7
50,II7,V
51,V,IV
52,IV,I
53,I,V7
54,V7,I
55,I,V
56,V,IV
57,IV,I
58,I,IV
59,IV,I
60,I,II7
61,II7,V
62,V,I
63,I,V
64,V,IV
65,IV,I
66,I,IV
67,IV,V
68,V,I
69,I,V
70,V,I
71,I,V
72,V,IV
73,IV,I
74,I,IV
75,IV,I
76,I,II7
77,II7,V
78,V,I
79,I,V
80,V,IV
81,IV,I
82,I,IV
83,IV,V
84,V,I
85,I,V
86,V,I
87,I,V
88,V,IV
89,IV,I
90,I,IV
91,IV,I
92,I,II7
93,II7,V
94,V,I
95,I,V
96,V,IV
97,IV,I
98,I,IV
99,IV,V
100,V,I
101,I,vi
102,vi,II7
103,II7,vi
104,vi,II7
105,II7,V
106,V,IV
107,IV,I
108,I,V7
109,V7,I
110,I,V
111,V,IV
112,IV,I
113,I,IV
114,IV,I
115,I,II7
116,II7,V
117,V,I
118,I,V
119,V,IV
120,IV,I
121,I,IV
122,IV,V
123,V,I
124,I,V
125,V,I
126,I,V
127,V,IV
128,IV,I
129,I,IV
130,IV,I
131,I,II7
132,II7,V
133,V,I
134,I,V
135,V,IV
136,IV,I
137,I,IV
138,IV,V
139,V,I
140,I,V
141,V,I
142,I,V
143,V,IV
144,IV,I
145,I,IV
146,IV,I
147,I,II7
148,II7,V
149,V,I
150,I,V
151,V,IV
152,IV,I
153,I,IV
154,IV,V
155,V,I
156,I,V
157,V,I
158,I,V
159,V,IV
160,IV,I
161,I,IV
162,IV,I
163,I,II7
164,II7,V
165,V,I
166,I,V
167,V,IV
168,IV,I
169,I,IV
170,IV,V
171,V,I
172,I,V
173,V,I
174,I,V
175,V,IV
176,IV,I
177,I,IV
178,IV,I
179,I,II7
180,II7,V
181,V,I
182,I,V
183,V,IV
184,IV,I
185,I,IV
186,IV,V
187,V,I
188,I,V
189,V,vi
190,vi,II7
191,II7,vi
192,vi,II7
193,II7,V
194,V,IV
195,IV,I
196,I,V7
197,V7,I
198,I,V
199,V,IV
200,IV,I
201,I,IV
202,IV,I
203,I,II7
204,II7,V
205,V,I
206,I,V
207,V,IV
208,IV,I
209,I,IV
210,IV,V
211,V,I
212,I,I
213,I,VI
214,VI,V
215,V,III
216,III,IV
217,IV,II
218,II,II7
219,II7,VII7
220,VII7,vi
221,vi,♯iv
0,V,vi
1,vi,IV
2,IV,V6
3,V6,I
4,I,V
5,V,vi
6,vi,IV
7,IV,V6
8,V6,I
9,I,V
10,V,vi
11,vi,IV
12,IV,I
13,I,V
14,V,vi
15,vi,IV
16,IV,I
17,I,V
18,V,vi
19,vi,IV
20,IV,I
21,I,V
22,V,vi
23,vi,IV
24,IV,I
25,I,V
26,V,vi
27,vi,IV
28,IV,I
29,I,V
30,V,vi
31,vi,IV
32,IV,I
33,I,V
34,V,vi
35,vi,IV
36,IV,V6
37,V6,I
38,I,V
39,V,vi
40,vi,IV
41,IV,I
42,I,V
43,V,vi
44,vi,IV
45,IV,I
46,I,V
47,V,vi
48,vi,IV
49,IV,I
50,I,V
51,V,vi
52,vi,IV
53,IV,I
54,I,V
55,V,vi
56,vi,IV
57,IV,V6
58,V6,I
59,I,V
60,V,vi
61,vi,IV
62,IV,V6
63,V6,I
64,I,V
65,V,vi
66,vi,IV
67,IV,V6
68,V6,I
69,I,V
70,V,vi
71,vi,IV
72,IV,I
73,I,V
74,V,vi
75,vi,IV
76,IV,I
77,I,V
78,V,vi
79,vi,IV
80,IV,I
81,I,V
82,V,vi
83,vi,IV
0,I,vi
1,vi,V
2,V,I
3,I,vi
4,vi,V
5,V,IV
6,IV,I
7,I,V
8,V,I
9,I,vi
10,vi,V
11,V,ii7
12,ii7,I
13,I,vi
14,vi,V
15,V,IV
16,IV,I
17,I,V
18,V,IV
19,IV,iii
20,iii,ii
21,ii,I
22,I,vi
23,vi,V
24,V,vi
25,vi,V
26,V,V
27,V,I
28,I,vi
29,vi,V
30,V,ii7
31,ii7,I
32,I,vi
33,vi,ii7
34,ii7,V
35,V,IV
36,IV,I
37,I,V
38,V,I
39,I,vi
40,vi,iii
41,iii,vi
42,vi,V
43,V,V
44,V,I
45,I,I
46,I,V7
47,V7,I
48,I,vi
49,vi,V
50,V,ii7
51,ii7,V7
52,V7,V
53,V,I
54,I,vi
55,vi,V
56,V,I
57,I,vi
58,vi,V
59,V,V7
60,V7,I
61,I,ii7
62,ii7,V7
63,V7,I
64,I,vi
65,vi,V
66,V,IV
67,IV,I
68,I,V
69,V,I
70,I,V
71,V,IV
72,IV,I
73,I,vi
74,vi,iii
75,iii,vi
76,vi,V
77,V,vi
0,i,VII
1,VII,i
2,i,VII
3,VII,i
4,i,VII
5,VII,i
6,i,VII
7,VII,i
8,i,VII
9,VII,i
10,i,VII
11,VII,i
12,i,VII
13,VII,i
14,i,VII
15,VII,i9
16,i9,VIIM9
17,VIIM9,i9
18,i9,VIIM9
19,VIIM9,i9
20,i9,VIIM9
21,VIIM9,i9
22,i9,VIIM9
23,VIIM9,i9
24,i9,VIIM9
25,VIIM9,i9
26,i9,VIIM9
27,VIIM9,i
28,i,VII
29,VII,i
30,i,VII
31,VII,i
32,i,VII
33,VII,i
34,i,VII
35,VII,i
36,i,VII
37,VII,i
38,i,VII
39,VII,i9
40,i9,VIIM9
41,VIIM9,i9
42,i9,VIIM9
43,VIIM9,i9
44,i9,VIIM9
45,VIIM9,i9
46,i9,VIIM9
47,VIIM9,i9
48,i9,VIIM9
49,VIIM9,i9
50,i9,VIIM9
51,VIIM9,i
52,i,VII
53,VII,i
54,i,VII
55,VII,i
56,i,VII
57,VII,i
58,i,VII
59,VII,i
60,i,VII
61,VII,i
62,i,VII
63,VII,i
64,i,VII
65,VII,i
66,i,VII
67,VII,i9
68,i9,VIIM9
69,VIIM9,i9
70,i9,VIIM9
71,VIIM9,i9
72,i9,VIIM9
73,VIIM9,i9
74,i9,VIIM9
75,VIIM9,i9
76,i9,VIIM9
77,VIIM9,i9
78,i9,VIIM9
0,I,II
1,II,iii7
2,iii7,I
3,I,II
4,II,iii7
5,iii7,I
6,I,II
7,II,VII7
8,VII7,iii7
9,iii7,iii9
10,iii9,I
11,I,iii
12,iii,II
13,II,I
14,I,iii
15,iii,II
16,II,I
17,I,iii
18,iii,II
19,II,I
20,I,iii
21,iii,II
22,II,I
23,I,iii
24,iii,II
25,II,I
26,I,iii
27,iii,II
28,II,I
29,I,II
30,II,I
31,I,II
32,II,iii
33,iii,I
34,I,iii
35,iii,II
36,II,I
37,I,iii
38,iii,II
39,II,I
40,I,iii
41,iii,II
42,II,I
43,I,iii
44,iii,II
45,II,I
46,I,II
47,II,V
48,V,I
49,I,I
50,I,iii
51,iii,II
52,II,I
53,I,iii
54,iii,II
55,II,I
56,I,iii
57,iii,II
58,II,I
59,I,iii
60,iii,II
0,I,vi
1,vi,IV
2,IV,V
3,V,I
4,I,I
5,I,vi
6,vi,IV
7,IV,V
8,V,I
9,I,I
10,I,vi
11,vi,IV
12,IV,V
13,V,I
14,I,I
15,I,vi
16,vi,IV
17,IV,V
18,V,I
19,I,I
20,I,vi
21,vi,IV
22,IV,V
23,V,I
24,I,I
25,I,vi
26,vi,IV
27,IV,V
28,V,I
29,I,I
30,I,vi
31,vi,IV
32,IV,V
33,V,I
34,I,I
35,I,vi
36,vi,IV
37,IV,V
38,V,I
39,I,I
40,I,vi
41,vi,IV
42,IV,V
43,V,I
44,I,I
45,I,vi
46,vi,IV
47,IV,V
48,V,I
49,I,I
50,I,vi
51,vi,IV
52,IV,V
53,V,I
0,I,V6
1,V6,IV
2,IV,V
3,V,I
4,I,V6
5,V6,IV
6,IV,V
7,V,I
8,I,V6
9,V6,IV
10,IV,V
11,V,I
12,I,V6
13,V6,IV
14,IV,V
15,V,IV
16,IV,V
17,V,I
18,I,V6
19,V6,vi
20,vi,IV
21,IV,V
22,V,I
23,I,I
24,I,V6
25,V6,IV
26,IV,V
27,V,I
28,I,V6
29,V6,IV
30,IV,V
31,V,I
32,I,V6
33,V6,IV
34,IV,V
35,V,IV
36,IV,V
37,V,I
38,I,vi
39,vi,IV
40,IV,V
41,V,I
42,I,IV
43,IV,V
44,V,I
45,I,V6
46,V6,vi
47,vi,IV
48,IV,V
49,V,IV
50,IV,V
51,V,I
52,I,I
53,I,V6
54,V6,IV
55,IV,V
56,V,I
57,I,V6
58,V6,IV
59,IV,V
60,V,I
61,I,V6
62,V6,IV
63,IV,V
64,V,I
65,I,V6
66,V6,IV
67,IV,V
68,V,IV
69,IV,V
70,V,I
71,I,V6
72,V6,vi
73,vi,IV
74,IV,V
75,V,I
76,I,V6
77,V6,vi
78,vi,IV
79,IV,V
80,V,I
81,I,I
82,I,V6
83,V6,IV
84,IV,V
85,V,I
86,I,V6
87,V6,IV
88,IV,V
89,V,I
0,I,vi
1,vi,I
2,I,vi
3,vi,I
4,I,vi
5,vi,I
6,I,vi
7,vi,I
8,I,vi
9,vi,I
10,I,vi
11,vi,IV
12,IV,ii
13,ii,IV
14,IV,ii
15,ii,I
16,I,vi
17,vi,I
18,I,vi
19,vi,V
20,V,V
21,V,IV
22,IV,ii
23,ii,IV
24,IV,ii
25,ii,I
26,I,I
27,I,vi
28,vi,I
29,I,vi
30,vi,I
31,I,vi
32,vi,I
33,I,vi
34,vi,IV
35,IV,ii
36,ii,IV
37,IV,ii
38,ii,I
39,I,vi
40,vi,I
41,I,vi
42,vi,V
43,V,V
44,V,IV
45,IV,ii
46,ii,IV
47,IV,ii
48,ii,I
49,I,vi
50,vi,I
51,I,IV
52,IV,V
53,V,vi
54,vi,I
55,I,IV
56,IV,V
57,V,I
58,I,vi
59,vi,I
60,I,vi
61,vi,I
62,I,vi
63,vi,I
64,I,vi
65,vi,IV
66,IV,ii
67,ii,IV
68,IV,ii
69,ii,I
70,I,vi
71,vi,I
72,I,vi
73,vi,V
74,V,V
75,V,IV
76,IV,ii
77,ii,IV
78,IV,ii
79,ii,V
80,V,IV
81,IV,ii
82,ii,IV
83,IV,ii
84,ii,I
85,I,IV
86,IV,ii
87,ii,I
88,I,IV
0,ii,II
1,II,II
2,II,ii
3,ii,II
4,II,II
5,II,ii
6,ii,ii
7,ii,♯VI
8,♯VI,IV64
9,IV64,V6
10,V6,ii
11,ii,♯VI
12,♯VI,II
13,II,II
14,II,ii
15,ii,♯VI
16,♯VI,IV64
17,IV64,V6
18,V6,V
19,V,ii
20,ii,♯VI
21,♯VI,II
22,II,II
23,II,i
24,i,V65
25,V65,II
26,II,ii
27,ii,II
28,II,II
29,II,ii
30,ii,♯VI
31,♯VI,i
32,i,V65
33,V65,II
34,II,ii
35,ii,II
36,II,II
37,II,ii
38,ii,♯VI
39,♯VI,♯VI
40,♯VI,ii
41,ii,♯VI
42,♯VI,IV64
43,IV64,V6
44,V6,ii
45,ii,♯VI
46,♯VI,II
47,II,II
48,II,ii
49,ii,♯III
50,♯III,♯VI
51,♯VI,VII
52,VII,III
53,III,♯VI
54,♯VI,♯VI
55,♯VI,ii
56,ii,♯VI
57,♯VI,IV64
58,IV64,V6
59,V6,V
60,V,ii
61,ii,♯VI
62,♯VI,II
63,II,II
64,II,ii
65,ii,♯VI
66,♯VI,II
67,II,II
68,II,ii
69,ii,♯VI
70,♯VI,II
71,II,II
72,II,ii
73,ii,II
74,II,II
75,II,♯VI
76,♯VI,IV64
77,IV64,V6
78,V6,V
79,V,i
80,i,V65
81,V65,♯VI
82,♯VI,♯III
83,♯III,VII
84,VII,III
85,III,II
0,I,V
1,V,vi
2,vi,IV
3,IV,I
4,I,V
5,V,vi
6,vi,IV
