,from_roman,to_roman
98,vi,V
99,V,IV
100,IV,V
101,V,vi
102,vi,I
103,I,IV
104,IV,IV
105,IV,V
106,V,vi
107,vi,V
108,V,IV
109,IV,V
110,V,vi
111,vi,I
112,I,IV
113,IV,IV
114,IV,V
115,V,vi
116,vi,V
0,ii,I
1,I,ii
2,ii,I
3,I,IV
4,IV,♭III
5,♭III,IV
6,IV,♭III
7,♭III,♭VI
8,♭VI,♭IIM7
9,♭IIM7,♭VI
10,♭VI,♭IIM7
11,♭IIM7,ii
12,ii,I
13,I,ii
14,ii,I
15,I,IV
16,IV,♭III
17,♭III,IV
18,IV,♭III
19,♭III,♭VI
20,♭VI,♭IIM7
21,♭IIM7,♭VI
22,♭VI,♭IIM7
23,♭IIM7,I
24,I,iii7
25,iii7,IV
26,IV,V
27,V,I
28,I,iii7
29,iii7,IV
30,IV,V
31,V,I
32,I,III
33,III,IV
34,IV,V
35,V,I
36,I,V
37,V,vi
38,vi,II
39,II,I
40,I,V
41,V,vi
42,vi,II
43,II,I
44,I,V
45,V,IV
46,IV,V
47,V,I
48,I,I
49,I,III
50,III,IV
51,IV,ii7
52,ii7,V
53,V,I
54,I,I
55,I,III
56,III,IV
57,IV,IV
58,IV,V
59,V,I
60,I,♭VI
61,♭VI,♭IIM7
62,♭IIM7,♭VI
63,♭VI,♭IIM7
64,♭IIM7,ii
65,ii,I
66,I,ii
67,ii,I
68,I,IV
69,IV,♭III
70,♭III,IV
71,IV,♭III
72,♭III,♭VI
73,♭VI,♭IIM7
74,♭IIM7,♭VI
75,♭VI,♭IIM7
76,♭IIM7,I
77,I,iii7
78,iii7,IV
79,IV,V
80,V,I
81,I,iii7
82,iii7,IV
83,IV,V
84,V,I
85,I,III
86,III,IV
87,IV,V
88,V,I
89,I,V
90,V,vi
91,vi,II
92,II,I
93,I,V
94,V,vi
95,vi,II
96,II,I
97,I,V
98,V,IV
99,IV,V
100,V,I
101,I,I
102,I,III
103,III,IV
104,IV,ii7
105,ii7,V
106,V,I
107,I,I
108,I,III
109,III,IV
110,IV,ii7
111,ii7,V
112,V,I
113,I,♭VI
114,♭VI,♭IIM7
115,♭IIM7,♭VI
116,♭VI,♭IIM7
0,I,II
1,II,vii
2,vii,I
3,I,vi
4,vi,V
5,V,vi
6,vi,V
7,V,vi
8,vi,V
9,V,vi
10,vi,V
11,V,vi
12,vi,V
13,V,vi
14,vi,V
15,V,vi
16,vi,V
17,V,vi
18,vi,V
19,V,I
20,I,II
21,II,vii
22,vii,I
23,I,II
24,II,vii
25,vii,I
26,I,II
27,II,vii
28,vii,I
29,I,II
30,II,vi
31,vi,V
32,V,vi
33,vi,V
34,V,vi
35,vi,V
36,V,vi
37,vi,V
38,V,vi
39,vi,V
40,V,vi
41,vi,V
42,V,vi
43,vi,V
44,V,vi
45,vi,V
46,V,I
47,I,II
48,II,vii
49,vii,I
50,I,II
51,II,vii
52,vii,I
53,I,II
54,II,vii
55,vii,I
56,I,II
57,II,iii7
58,iii7,I
59,I,II
60,II,V
61,V,II
62,II,iii7
63,iii7,I
64,I,II
65,II,V
66,V,II
67,II,iii7
68,iii7,I
69,I,II
70,II,V
71,V,II
72,II,iii7
73,iii7,I
74,I,II
75,II,V
76,V,I
77,I,II
78,II,vii
79,vii,I
80,I,vi
81,vi,V
82,V,vi
83,vi,V
84,V,vi
85,vi,V
86,V,vi
87,vi,V
88,V,vi
89,vi,V
90,V,vi
91,vi,V
92,V,vi
93,vi,V
94,V,vi
95,vi,V
96,V,I
97,I,II
98,II,vii
99,vii,I
100,I,II
101,II,vii
102,vii,I
103,I,II
104,II,vii
105,vii,I
106,I,II
107,II,iii7
108,iii7,I
109,I,II
110,II,V
111,V,II
112,II,iii7
113,iii7,I
114,I,II
115,II,V
116,V,II
117,II,iii7
118,iii7,I
119,I,II
120,II,V
121,V,I
122,I,II
123,II,vii
124,vii,I
125,I,II
126,II,vii
127,vii,I
128,I,II
129,II,vii
130,vii,I
131,I,II
132,II,iii7
133,iii7,I
134,I,II
135,II,V
136,V,II
137,II,iii7
138,iii7,I
139,I,II
140,II,V
141,V,I
142,I,II
143,II,V
0,I,vi
1,vi,III
2,III,IV
3,IV,I
4,I,vi
5,vi,III
6,III,IV
7,IV,I
8,I,vi
9,vi,III
10,III,IV
11,IV,I
12,I,vi
13,vi,III
14,III,IV
15,IV,I
16,I,vi
17,vi,III
18,III,IV
19,IV,I
20,I,vi
21,vi,III
22,III,IV
23,IV,I
24,I,vi
25,vi,III
26,III,IV
27,IV,I
28,I,III
29,III,IV
30,IV,iv
31,iv,vi
32,vi,V
33,V,I
34,I,vi
35,vi,III
36,III,IV
37,IV,I
38,I,vi
39,vi,III
40,III,IV
41,IV,I
42,I,vi
43,vi,III
44,III,IV
45,IV,I
46,I,vi
47,vi,III
48,III,IV
49,IV,I
50,I,vi
51,vi,III
52,III,IV
53,IV,I
54,I,vi
55,vi,III
56,III,IV
57,IV,I
58,I,III
59,III,IV
60,IV,iv
61,iv,vi
62,vi,V
63,V,I
64,I,vi
65,vi,III
66,III,IV
67,IV,I
68,I,vi
69,vi,III
70,III,IV
71,IV,I
72,I,vi
73,vi,III
74,III,IV
75,IV,I
76,I,vi
77,vi,III
78,III,IV
79,IV,I
80,I,vi
81,vi,III
82,III,IV
83,IV,I
84,I,vi
85,vi,III
86,III,IV
87,IV,I
88,I,III
89,III,IV
90,IV,iv
91,iv,vi
92,vi,V
93,V,I
94,I,vi
95,vi,III
96,III,IV
97,IV,I
98,I,vi
99,vi,III
100,III,IV
0,I,IV
1,IV,ii7
2,ii7,V
3,V,I6
4,I6,vi
5,vi,ii7
6,ii7,V
7,V,V
8,V,I
9,I,IV
10,IV,ii7
11,ii7,V
12,V,I6
13,I6,vi
14,vi,ii7
15,ii7,V
16,V,V
17,V,I
18,I,IV
19,IV,ii7
20,ii7,V
21,V,I6
22,I6,vi
23,vi,ii7
24,ii7,V
25,V,I
26,I,V
27,V,IV
28,IV,I
29,I,V
30,V,IV
31,IV,I
32,I,vi7
33,vi7,V
34,V,IV
35,IV,V
36,V,IV
37,IV,I6
38,I6,I
39,I,vi7
40,vi7,V
41,V,I6
42,I6,IV
43,IV,vi7
44,vi7,V
45,V,I
46,I,IV
47,IV,ii7
48,ii7,V
49,V,I6
50,I6,vi
51,vi,ii7
52,ii7,V
53,V,I
54,I,IV
55,IV,ii7
56,ii7,V
57,V,I6
58,I6,vi
59,vi,ii7
60,ii7,V
61,V,V
62,V,I
63,I,V
64,V,IV
65,IV,I
66,I,V
67,V,IV
68,IV,vi7
69,vi7,V
70,V,IV
71,IV,I
72,I,V
73,V,IV
74,IV,I
75,I,V
76,V,vi7
77,vi7,V
78,V,IV
79,IV,V
80,V,IV
81,IV,IV
82,IV,V
83,V,vi
84,vi,♭VIIM7
85,♭VIIM7,IV
86,IV,V
87,V,I
88,I,IV
89,IV,ii7
90,ii7,V
91,V,I
92,I,IV
93,IV,ii7
94,ii7,V
95,V,I6
96,I6,vi
97,vi,ii7
98,ii7,V
99,V,V
100,V,I
101,I,V
102,V,IV
103,IV,I
104,I,V
105,V,IV
106,IV,I
107,I,V
108,V,IV
109,IV,I
110,I,V
111,V,IV
112,IV,I
113,I,V
114,V,I
115,I,V
116,V,vi7
117,vi7,I
118,I,V
119,V,vi7
120,vi7,IV
121,IV,I
122,I,V
123,V,vi7
124,vi7,IV
125,IV,I
126,I,vi7
127,vi7,V
128,V,IV
129,IV,V
130,V,IV
131,IV,I
132,I,IV
133,IV,ii7
134,ii7,V
0,I,IV
1,IV,V
2,V,IV
3,IV,I
4,I,I
5,I,IV
6,IV,V
7,V,IV
8,IV,V
9,V,IV
10,IV,iii
11,iii,V7
12,V7,IV
13,IV,I
14,I,iii
15,iii,IV
16,IV,V
17,V,vi
18,vi,iii
19,iii,IV
20,IV,V
21,V,V7
22,V7,I
23,I,IV
24,IV,V
25,V,IV
26,IV,I
27,I,I
28,I,IV
29,IV,V
30,V,IV
31,IV,V
32,V,IV
33,IV,iii
34,iii,V7
35,V7,IV
36,IV,I
37,I,iii
38,iii,IV
39,IV,V7
40,V7,vi
41,vi,iii
42,iii,IV
43,IV,III
44,III,III7
45,III7,vi
46,vi,iii
47,iii,IV
48,IV,V
49,V,vi
50,vi,iii
51,iii,IV
52,IV,V
53,V,I
54,I,IV
55,IV,I
56,I,V7
57,V7,I
58,I,IV
59,IV,V
60,V,IV
61,IV,I
62,I,I
63,I,IV
64,IV,V
65,V,IV
66,IV,V
67,V,IV
68,IV,iii
69,iii,V7
0,III,VII
1,VII,VI
2,VI,III
3,III,III
4,III,VII
5,VII,VI
6,VI,III
7,III,VII
8,VII,VI
9,VI,III
10,III,VII
11,VII,VI
12,VI,III
13,III,VI
14,VI,♯i
15,♯i,VII
16,VII,VI
17,VI,♯i
18,♯i,VII
19,VII,VI
20,VI,♯i
21,♯i,VII
22,VII,VI
23,VI,III
24,III,VII
25,VII,VI
26,VI,III
27,III,III
28,III,VII
29,VII,VI
30,VI,III
31,III,VII
32,VII,VII
33,VII,VI
34,VI,III
35,III,VI
36,VI,♯i
37,♯i,VII
38,VII,VI
39,VI,♯i
40,♯i,VII
41,VII,VI
42,VI,♯i
43,♯i,VII
44,VII,VI
45,VI,III
46,III,VII
47,VII,VI
48,VI,III
49,III,III
50,III,VII
51,VII,VI
52,VI,III
53,III,VII
54,VII,VI
55,VI,III
56,III,vii
57,vii,VI
0,I,V
1,V,vi
2,vi,IVM7
3,IVM7,IV
4,IV,I
5,I,V
6,V,IV
7,IV,I6
8,I6,ii
9,ii,I
10,I,I
11,I,V
12,V,vi
13,vi,IVM7
14,IVM7,IV
15,IV,I
16,I,V
17,V,IV
18,IV,I6
19,I6,ii
20,ii,I
21,I,vi
22,vi,I64
23,I64,IV
24,IV,I
25,I,I
26,I,V
27,V,IV
28,IV,I6
29,I6,ii
30,ii,I
31,I,I
32,I,V
33,V,vi
34,vi,IVM7
35,IVM7,IV
36,IV,I
37,I,V
38,V,IV
39,IV,I6
40,I6,ii
41,ii,I
42,I,I
43,I,V
44,V,vi
45,vi,IVM7
46,IVM7,IV
47,IV,I
48,I,V
49,V,IV
50,IV,I6
51,I6,ii
52,ii,I
53,I,vi
54,vi,I64
55,I64,IV
56,IV,I
57,I,I
58,I,V
59,V,IV
60,IV,I6
61,I6,ii
62,ii,I
63,I,vi
64,vi,I64
65,I64,IV
66,IV,I
67,I,I
68,I,V
69,V,IV
70,IV,I6
71,I6,ii
72,ii,I
73,I,IV
74,IV,I6
75,I6,ii
76,ii,I
77,I,♭VII
78,♭VII,IV6
79,IV6,V
80,V,IV
81,IV,I
82,I,I
83,I,V
84,V,vi
85,vi,IV
86,IV,I
87,I,V
88,V,IV
89,IV,I
90,I,vi
91,vi,I64
92,I64,IV
93,IV,I
94,I,I
95,I,V
96,V,IV
97,IV,I6
98,I6,ii
99,ii,I
100,I,I
101,I,V
102,V,vi
103,vi,IVM7
104,IVM7,IV
105,IV,I
106,I,V
107,V,IV
108,IV,I6
109,I6,ii
110,ii,I
111,I,I
112,I,V
113,V,vi
114,vi,IVM7
115,IVM7,IV
116,IV,I
117,I,V
118,V,IV
119,IV,I6
120,I6,ii
121,ii,I
122,I,vi
123,vi,I64
124,I64,IV
125,IV,I
126,I,I
127,I,V
128,V,IV
129,IV,I6
130,I6,ii
131,ii,I
132,I,IV
133,IV,I6
134,I6,ii
135,ii,I
136,I,♭VII
137,♭VII,IV6
138,IV6,V
139,V,IV
140,IV,I
0,♯iii,V
1,V,II
2,II,I
3,I,♯iii
4,♯iii,V
5,V,II
6,II,I
7,I,♯iii
8,♯iii,V
9,V,II
10,II,I
11,I,♯iii
12,♯iii,V
13,V,II
14,II,I
15,I,I
16,I,♯iii
17,♯iii,V
18,V,II
19,II,I
20,I,♯iii
21,♯iii,V
22,V,II
23,II,I
24,I,♯iii
25,♯iii,V
26,V,II
27,II,I
28,I,♯iii
29,♯iii,V
30,V,II
31,II,I
32,I,I
33,I,I
34,I,♯iii
35,♯iii,V
36,V,II
37,II,I
38,I,♯iii
39,♯iii,V
40,V,II
41,II,I
42,I,♯iii
43,♯iii,V
44,V,II
45,II,I
46,I,♯iii
47,♯iii,V
48,V,II
49,II,I
50,I,♯iii
51,♯iii,V
52,V,II
53,II,I
54,I,♯iii
55,♯iii,V
56,V,II
57,II,I
58,I,♯iii
59,♯iii,V
60,V,II
61,II,I
62,I,I
63,I,I
64,I,♯iii
65,♯iii,V
66,V,II
67,II,I
68,I,♯iii
69,♯iii,V
70,V,II
71,II,I
72,I,♯iii
73,♯iii,V
74,V,II
75,II,I
76,I,♯iii
77,♯iii,V
78,V,II
79,II,I
80,I,I
81,I,♯vi
82,♯vi,♯iii
83,♯iii,V
84,V,II
85,II,I
86,I,♯iii
87,♯iii,V
88,V,II
89,II,I
90,I,♯iii
91,♯iii,V
92,V,II
93,II,I
94,I,♯iii
95,♯iii,V
96,V,II
97,II,I
98,I,♯iii
99,♯iii,V
100,V,II
101,II,I
102,I,♯iii
103,♯iii,V
104,V,II
105,II,I
0,I,vi
1,vi,IV
2,IV,V
3,V,I
4,I,vi
5,vi,IV
6,IV,V
7,V,IV
8,IV,vi
9,vi,IV
10,IV,V
11,V,vi
12,vi,IV
13,IV,I
14,I,V
15,V,vi
16,vi,IV
17,IV,I
18,I,V
19,V,vi
20,vi,IV
21,IV,I
22,I,V
23,V,ii
24,ii,vi
25,vi,IV
26,IV,V
27,V,I
28,I,vi
29,vi,IV
30,IV,V
31,V,IV
32,IV,vi
33,vi,IV
34,IV,V
35,V,vi
36,vi,IV
37,IV,I
38,I,V
39,V,vi
40,vi,IV
41,IV,I
42,I,V
43,V,vi
44,vi,IV
45,IV,I
46,I,V
47,V,ii
48,ii,IV
49,IV,vi
50,vi,IV
51,IV,I
52,I,V
53,V,IV
54,IV,vi
55,vi,IV
56,IV,V
57,V,vi
58,vi,IV
59,IV,I
60,I,V
61,V,vi
62,vi,IV
63,IV,I
64,I,V
65,V,vi
66,vi,IV
67,IV,I
68,I,V
69,V,ii
70,ii,IV
71,IV,vi
72,vi,IV
73,IV,I
74,I,V
75,V,vi
76,vi,IV
77,IV,I
78,I,V
79,V,vi
80,vi,IV
81,IV,I
82,I,V
83,V,ii
84,ii,IV
85,IV,I
86,I,vi
87,vi,IV
88,IV,V
89,V,I
0,VI,II
1,II,V
2,V,I
3,I,IV
4,IV,I6
5,I6,ii
6,ii,VI
7,VI,V
8,V,V
9,V,I
10,I,vi
11,vi,I
12,I,vi
13,vi,IV
14,IV,IV
15,IV,ii7
16,ii7,ii42
17,ii42,V
18,V,V
19,V,I
20,I,vi
21,vi,I
22,I,vi
23,vi,IV
24,IV,ii
25,ii,VI
26,VI,VI
27,VI,VI7
28,VI7,II
29,II,II7
30,II7,V
31,V,I
32,I,IV
33,IV,I6
34,I6,ii
35,ii,VI
36,VI,V
37,V,V
38,V,I
39,I,vi
40,vi,I
41,I,vi
42,vi,IV
43,IV,IV
44,IV,ii7
45,ii7,ii42
46,ii42,V
47,V,V
48,V,I
49,I,vi
50,vi,I
51,I,vi
52,vi,IV
53,IV,ii
54,ii,VI
55,VI,VI
56,VI,VI7
57,VI7,II
58,II,II7
59,II7,V
60,V,I
61,I,IV
62,IV,I6
63,I6,ii
64,ii,VI
65,VI,V
66,V,V
67,V,I
68,I,vi
69,vi,I
70,I,vi
71,vi,IV
72,IV,IV
73,IV,ii7
74,ii7,ii42
75,ii42,V
76,V,V
77,V,I
78,I,vi
79,vi,I
80,I,vi
81,vi,IV
82,IV,ii
83,ii,VI
84,VI,VI
85,VI,VI7
86,VI7,II
87,II,II7
88,II7,V
89,V,I
90,I,IV
91,IV,I6
92,I6,ii
93,ii,VI
94,VI,V
95,V,V
96,V,I
97,I,vi
98,vi,I
99,I,vi
100,vi,IV
101,IV,IV
102,IV,ii7
103,ii7,ii42
104,ii42,V
105,V,V
106,V,I
107,I,vi
108,vi,I
109,I,vi
110,vi,IV
111,IV,ii
112,ii,VI
0,I,IV
1,IV,I
2,I,IV
3,IV,I
4,I,V
5,V,vi
6,vi,III
7,III,IV
8,IV,V
9,V,I
10,I,vi
11,vi,V
12,V,I
13,I,V
14,V,vi
15,vi,III
16,III,IV
17,IV,V
18,V,I
19,I,vi
20,vi,V
21,V,IV
22,IV,IV
23,IV,iv
24,iv,I
25,I,IV
26,IV,iv
27,iv,I
28,I,IV
29,IV,iv
30,iv,I
31,I,V
32,V,III
33,III,vi
34,vi,V
35,V,IV
36,IV,V
37,V,I
38,I,V
39,V,vi
40,vi,III
41,III,IV
42,IV,V
43,V,I
44,I,vi
45,vi,V
46,V,I
47,I,V
48,V,vi
49,vi,III
50,III,IV
51,IV,V
52,V,I
53,I,V
54,V,vi
55,vi,III
56,III,IV
57,IV,V
58,V,I
59,I,vi
60,vi,V
61,V,I
62,I,V
63,V,vi
64,vi,III
65,III,IV
66,IV,V
67,V,I
68,I,vi
69,vi,V
70,V,I
71,I,V
72,V,vi
73,vi,III
74,III,IV
75,IV,V
76,V,I
77,I,vi
78,vi,V
79,V,IV
80,IV,iv
81,iv,I
82,I,IV
83,IV,iv
84,iv,I
85,I,IV
86,IV,iv
87,iv,I
88,I,V
89,V,III
90,III,vi
91,vi,V
92,V,IV
93,IV,V
94,V,I
95,I,V
96,V,vi
97,vi,III
98,III,IV
99,IV,V
100,V,I
101,I,vi
102,vi,V
103,V,I
104,I,V
105,V,vi
106,vi,III
107,III,IV
108,IV,V
109,V,I
110,I,vi
111,vi,V
112,V,IV
113,IV,iv
114,iv,I
115,I,V
116,V,III6
117,III6,vi
118,vi,V
119,V,IV
120,IV,V
121,V,I
122,I,V
123,V,vi
124,vi,III
125,III,IV
126,IV,V
127,V,I
128,I,vi
129,vi,V
130,V,I
131,I,V
132,V,vi
133,vi,III
134,III,IV
135,IV,V
136,V,I
137,I,vi
138,vi,V
139,V,I
140,I,V
141,V,vi
142,vi,III
143,III,IV
144,IV,V
145,V,I
146,I,vi
147,vi,V
148,V,I
149,I,V
150,V,vi
151,vi,IV
152,IV,iv
153,iv,I
154,I,V
155,V,vi
156,vi,III
157,III,IV
158,IV,iv
159,iv,I
0,vii,V
1,V,vii
2,vii,V
3,V,vi
4,vi,I
5,I,II
6,II,V
7,V,II
8,II,I
9,I,vii
10,vii,V
11,V,vii
12,vii,V
13,V,vi
14,vi,I
15,I,II
16,II,V
17,V,II
18,II,vi
19,vi,I
20,I,II
21,II,V
22,V,IV
23,IV,I
24,I,II
25,II,vi
26,vi,I
27,I,II
28,II,V
29,V,IV
30,IV,I
31,I,vii
32,vii,V
33,V,vii
34,vii,V
35,V,vi
36,vi,I
37,I,II
38,II,V
39,V,II
40,II,I
41,I,vii
42,vii,V
43,V,vii
44,vii,V
45,V,vi
46,vi,I
47,I,II
48,II,V
49,V,II
50,II,vi
51,vi,I
52,I,II
53,II,V
54,V,IV
55,IV,I
56,I,II
57,II,vi
58,vi,I
59,I,II
60,II,V
61,V,IV
62,IV,I
63,I,IV
64,IV,I
65,I,IV
66,IV,I
67,I,II
68,II,V
69,V,vii
70,vii,V
71,V,vii
72,vii,V
73,V,vi
74,vi,I
75,I,II
76,II,V
77,V,II
78,II,I
79,I,vii
80,vii,V
81,V,vii
82,vii,V
83,V,vi
84,vi,I
85,I,II
86,II,V
87,V,II
88,II,vi
89,vi,I
90,I,II
91,II,V
92,V,IV
93,IV,I
94,I,II
95,II,vi
96,vi,I
97,I,II
98,II,V
99,V,IV
100,IV,I
101,I,vi
102,vi,I
103,I,II
104,II,V
105,V,IV
106,IV,I
107,I,II
108,II,vi
109,vi,I
110,I,II
111,II,V
112,V,IV
113,IV,I
0,I,I
1,I,IV
2,IV,I
3,I,I
4,I,IV
5,IV,I
6,I,I
7,I,IV
8,IV,I
9,I,I
10,I,IV
11,IV,I
12,I,I
13,I,IV
14,IV,vi
15,vi,V
16,V,IV
17,IV,vi
18,vi,V
19,V,IV
20,IV,I
21,I,IV
22,IV,vi
23,vi,V
24,V,I
25,I,IV
26,IV,vi
27,vi,V
28,V,I
29,I,IV
30,IV,vi
31,vi,V
32,V,I
33,I,IV
34,IV,vi
35,vi,V
36,V,I
37,I,IV
38,IV,vi
39,vi,V
40,V,I
41,I,IV
42,IV,vi
43,vi,V
44,V,I
45,I,I
46,I,IV
47,IV,I
48,I,I
49,I,IV
50,IV,I
51,I,I
52,I,IV
53,IV,I
54,I,I
55,I,IV
56,IV,vi
57,vi,V
58,V,IV
59,IV,vi
60,vi,V
61,V,IV
62,IV,I
63,I,IV
64,IV,vi
65,vi,V
66,V,I
67,I,IV
68,IV,vi
69,vi,V
70,V,I
71,I,IV
72,IV,vi
73,vi,V
74,V,I
75,I,IV
76,IV,vi
77,vi,V
78,V,I
79,I,IV
80,IV,vi
81,vi,V
82,V,I
83,I,IV
84,IV,vi
85,vi,V
86,V,I
87,I,IV
88,IV,vi
89,vi,V
90,V,I
91,I,IV
92,IV,vi
93,vi,V
94,V,I
95,I,IV
96,IV,vi
97,vi,V
98,V,I
99,I,IV
100,IV,vi
101,vi,V
0,II,II
1,II,IV
2,IV,V
3,V,vi
4,vi,V
5,V,IV
6,IV,V
7,V,vi
8,vi,V
9,V,IV
10,IV,V
11,V,I
12,I,I
13,I,IV
14,IV,I
15,I,V
16,V,IV
17,IV,I
18,I,I
19,I,IV
20,IV,I
21,I,V
22,V,IV
23,IV,I
24,I,IV
25,IV,I
26,I,IV
27,IV,I
28,I,V
29,V,IV
30,IV,V
31,V,IV
32,IV,vi
33,vi,II
34,II,II
35,II,IV
36,IV,V
37,V,vi
38,vi,V
39,V,IV
40,IV,V
41,V,vi
42,vi,V
43,V,IV
44,IV,V
45,V,I
46,I,I
47,I,I
48,I,IV
49,IV,I
50,I,V
51,V,IV
52,IV,I
53,I,I
54,I,I
55,I,IV
56,IV,I
57,I,V
58,V,IV
59,IV,I
60,I,I
61,I,V
62,V,IV
63,IV,I
64,I,I
65,I,IV
66,IV,I
67,I,V
68,V,IV
69,IV,I
70,I,V
71,V,IV
72,IV,I
73,I,I
74,I,I
75,I,I
0,VI,i
1,i,VI
2,VI,i
3,i,v
4,v,VI
5,VI,i
6,i,VI
7,VI,i
8,i,v
9,v,VI
10,VI,i
11,i,VI
12,VI,i
13,i,v
14,v,VI
15,VI,i
16,i,VI
17,VI,i
18,i,v
19,v,VI
20,VI,i
21,i,VI
22,VI,i
23,i,v
24,v,VI
25,VI,i
26,i,VI
27,VI,i
28,i,v
29,v,VI
30,VI,III
31,III,i
32,i,v
33,v,VI
34,VI,III
35,III,i
36,i,v
37,v,VI
38,VI,III
39,III,i
40,i,v
41,v,VI
42,VI,III
43,III,i
44,i,v
45,v,VI
46,VI,i
47,i,VI
48,VI,i
49,i,v
50,v,VI
51,VI,i
52,i,VI
53,VI,i
54,i,v
55,v,VI
56,VI,i
57,i,VI
58,VI,i
59,i,v
60,v,VI
61,VI,i
62,i,VI
63,VI,i
64,i,v
65,v,VI
66,VI,i
67,i,VI
68,VI,i
69,i,v
70,v,VI
71,VI,i
72,i,VI
73,VI,i
74,i,v
75,v,VI
76,VI,III
77,III,i
78,i,v
79,v,VI
80,VI,III
81,III,i
82,i,v
83,v,VI
84,VI,III
85,III,i
86,i,v
87,v,VI
88,VI,III
89,III,i
90,i,v
91,v,VI
92,VI,i
93,i,VI
94,VI,i
95,i,v
96,v,VI
97,VI,i
98,i,VI
99,VI,i
100,i,v
101,v,VI
102,VI,i
103,i,VI
104,VI,i
105,i,v
106,v,VI
107,VI,i
108,i,VI
109,VI,i
110,i,v
111,v,VI
112,VI,III
113,III,i
114,i,v
115,v,VI
116,VI,III
117,III,i
118,i,v
119,v,VI
120,VI,III
121,III,i
122,i,v
123,v,VI
124,VI,III
125,III,i
126,i,v
0,VII,i
1,i,III
2,III,VI
3,VI,i
4,i,III
5,III,VII
6,VII,VI
7,VI,i
8,i,III
9,III,VII
10,VII,VI
11,VI,i
12,i,III
13,III,VII
14,VII,VI
15,VI,i
16,i,III
17,III,VII
18,VII,VI
19,VI,i
20,i,III
21,III,VII
22,VII,VI
23,VI,i
24,i,III
25,III,VII
26,VII,VI
27,VI,i
28,i,III
29,III,VII
30,VII,VI
31,VI,i
32,i,III
33,III,VII
34,VII,VI
35,VI,i
36,i,III
37,III,VII
38,VII,VI
39,VI,i
40,i,III
41,III,VII
42,VII,VI
43,VI,i
44,i,III
45,III,VII
46,VII,VI
47,VI,i
48,i,III
49,III,VII
50,VII,VI
51,VI,i
52,i,III
53,III,VII
54,VII,VI
55,VI,i
56,i,III
57,III,VII
58,VII,VI
59,VI,i
60,i,III
61,III,VII
62,VII,VI
63,VI,i
64,i,III
65,III,VII
66,VII,VI
67,VI,i
68,i,III
69,III,VII
70,VII,VI
71,VI,i
72,i,III
73,III,VII
74,VII,VI
75,VI,i
76,i,III
77,III,VII
78,VII,VI
79,VI,i
80,i,III
81,III,VII
82,VII,VI
83,VI,i
84,i,III
85,III,VII
86,VII,VI
87,VI,i
88,i,III
89,III,VII
90,VII,VI
91,VI,i
92,i,III
93,III,VII
94,VII,VI
95,VI,i
96,i,III
97,III,VII
98,VII,VI
99,VI,i
100,i,III
101,III,VII
102,VII,VI
103,VI,i
104,i,III
105,III,VII
106,VII,VI
0,I,V
1,V,I
2,I,V
3,V,II
4,II,I
5,I,V
6,V,iii
7,iii,I
8,I,V
9,V,I
10,I,V
11,V,II
12,II,I
13,I,V
14,V,II
15,II,iii
16,iii,V
17,V,II
18,II,I
19,I,iii
20,iii,V
21,V,II
22,II,I
23,I,V
24,V,I
25,I,V
26,V,II
27,II,I
28,I,V
29,V,iii
30,iii,I
31,I,V
32,V,iii
33,iii,V
34,V,I
35,I,iii
36,iii,V
37,V,II
38,II,iii
39,iii,V
40,V,II
41,II,I
42,I,iii
43,iii,V
44,V,II
45,II,iii
46,iii,V
47,V,II
48,II,I
49,I,iii
50,iii,V
51,V,II
52,II,V
53,V,II
54,II,iii
55,iii,V
56,V,II
57,II,iii
58,iii,V
59,V,II
60,II,iii
61,iii,I
62,I,V
63,V,II
64,II,I
65,I,V
66,V,I
67,I,V
68,V,II
69,II,I
70,I,V
71,V,iii
72,iii,I
73,I,V
74,V,iii
75,iii,V
76,V,I
77,I,iii
78,iii,V
79,V,II
80,II,iii
81,iii,V
82,V,II
83,II,I
84,I,iii
85,iii,V
86,V,II
87,II,iii
88,iii,V
89,V,II
90,II,I
91,I,iii
92,iii,V
93,V,II
94,II,iii
95,iii,V
96,V,II
97,II,I
98,I,iii
99,iii,V
100,V,II
101,II,iii
102,iii,V
103,V,II
104,II,I
105,I,iii
106,iii,V
107,V,II
0,vi7,IV
1,IV,I
2,I,I
3,I,V
4,V,I
5,I,V64
6,V64,V
7,V,V
8,V,IM7
9,IM7,I
10,I,vi7
11,vi7,IV
12,IV,I
13,I,I
14,I,vi7
15,vi7,IV
16,IV,I
17,I,I
18,I,vi7
19,vi7,IV
20,IV,I
21,I,I
22,I,vi7
23,vi7,IV
24,IV,I
25,I,I
26,I,vi7
27,vi7,IV
28,IV,I
29,I,I
30,I,IV
31,IV,I
32,I,I
33,I,IV
34,IV,I
35,I,V
36,V,I
37,I,V64
38,V64,V
39,V,V
40,V,I
41,I,IV
42,IV,I
43,I,I
44,I,IM7
45,IM7,vi7
46,vi7,IV
47,IV,I
48,I,I
49,I,vi7
50,vi7,IV
51,IV,I
52,I,I
53,I,vi7
54,vi7,IV
55,IV,I
56,I,I
57,I,vi7
58,vi7,IV
59,IV,I
60,I,I
61,I,vi7
62,vi7,IV
63,IV,I
64,I,I
65,I,IV
66,IV,I
67,I,I
68,I,IV
69,IV,I
70,I,V
71,V,I
72,I,V64
73,V64,V
74,V,V
75,V,I
76,I,IV
77,IV,I
78,I,I
79,I,vi7
