,from_roman,to_roman
75,V,I
76,I,VII
77,VII,III
78,III,VII
79,VII,iv
80,iv,VII
81,VII,III
82,III,VI
83,VI,♭II
84,♭II,V
85,V,V
86,V,i
87,i,IIIM43
88,IIIM43,IIIM7
89,IIIM7,IIIM43
90,IIIM43,IIIM7
91,IIIM7,I
0,I,I
1,I,I
2,I,I
3,I,ii
4,ii,V
5,V,V7
6,V7,IV
7,IV,ii
8,ii,I
9,I,I
10,I,I
11,I,I
12,I,I
13,I,I7
14,I7,IV
15,IV,iv
16,iv,I
17,I,vi
18,vi,ii
19,ii,V
20,V,V7
21,V7,I
22,I,ii
23,ii,V
24,V,V7
25,V7,IV
26,IV,ii
27,ii,I
28,I,I
29,I,I
30,I,I
31,I,I7
32,I7,IV
33,IV,iv
34,iv,I
35,I,vi
36,vi,ii
37,ii,V
38,V,I
39,I,I
40,I,ii
41,ii,V
42,V,V7
43,V7,IV
44,IV,ii
45,ii,I
46,I,I
47,I,I
48,I,I
49,I,I
50,I,I7
51,I7,IV
52,IV,iv
53,iv,I
54,I,vi
55,vi,ii
56,ii,V
57,V,V7
58,V7,I
59,I,ii
60,ii,V
61,V,V7
62,V7,IV
63,IV,ii
64,ii,I
65,I,I
66,I,I
67,I,I
68,I,I7
69,I7,IV
70,IV,iv
71,iv,I
72,I,vi
73,vi,ii
74,ii,V
75,V,I
76,I,I
77,I,I
0,I,I
1,I,ii
2,ii,I6
3,I6,IV
4,IV,IV
5,IV,V
6,V,vi
7,vi,V
8,V,IV
9,IV,IV
10,IV,I
11,I,ii
12,ii,I6
13,I6,IV
14,IV,V
15,V,vi
16,vi,V
17,V,IV
18,IV,IV
19,IV,IV
20,IV,IV
21,IV,V
22,V,vi
23,vi,I
24,I,I
25,I,IV
26,IV,V
27,V,vi
28,vi,I
29,I,I
30,I,V
31,V,V
32,V,vi
33,vi,I
34,I,IV
35,IV,I
36,I,V6
37,V6,vi
38,vi,IV
39,IV,IV
40,IV,I
41,I,ii
42,ii,I6
43,I6,IV
44,IV,IV
45,IV,V
46,V,vi
47,vi,V
48,V,IV
49,IV,IV
50,IV,I
51,I,ii
52,ii,I6
53,I6,IV
54,IV,IV
55,IV,V
56,V,vi
57,vi,V
58,V,IV
59,IV,IV
60,IV,IV
61,IV,IV
62,IV,V
63,V,vi
64,vi,I
65,I,I
66,I,IV
67,IV,V
68,V,vi
69,vi,I
70,I,I
71,I,V
72,V,V
73,V,vi
74,vi,I
75,I,I
76,I,IV
77,IV,IV
78,IV,I
79,I,I
80,I,V6
81,V6,vi
82,vi,IV
83,IV,I
84,I,V
85,V,vi
86,vi,IV
87,IV,IV
88,IV,I
89,I,V6
90,V6,VI
91,VI,V
92,V,vi
93,vi,I
94,I,I
95,I,IV
96,IV,V
97,V,vi
98,vi,I
99,I,I
100,I,V
101,V,V
102,V,vi
103,vi,I
104,I,I
105,I,IV
106,IV,IV
107,IV,I
108,I,I
109,I,V6
110,V6,vi
111,vi,IV
112,IV,IV
113,IV,I
114,I,ii
115,ii,I6
116,I6,IV
117,IV,IV
118,IV,V
119,V,V
120,V,vi
0,I,II
1,II,vii
2,vii,I
3,I,vi
4,vi,V
5,V,vi
6,vi,V
7,V,vi
8,vi,V
9,V,vi
10,vi,V
11,V,vi
12,vi,V
13,V,vi
14,vi,V
15,V,vi
16,vi,V
17,V,vi
18,vi,V
19,V,I
20,I,II
21,II,vii
22,vii,I
23,I,II
24,II,vii
25,vii,I
26,I,II
27,II,vii
28,vii,I
29,I,II
30,II,vi
31,vi,V
32,V,vi
33,vi,V
34,V,vi
35,vi,V
36,V,vi
37,vi,V
38,V,vi
39,vi,V
40,V,vi
41,vi,V
42,V,vi
43,vi,V
44,V,vi
45,vi,V
46,V,I
47,I,II
48,II,vii
49,vii,I
50,I,II
51,II,vii
52,vii,I
53,I,II
54,II,vii
55,vii,I
56,I,II
57,II,iii7
58,iii7,I
59,I,II
60,II,V
61,V,II
62,II,iii7
63,iii7,I
64,I,II
65,II,V
66,V,II
67,II,iii7
68,iii7,I
69,I,II
70,II,V
71,V,II
72,II,iii7
73,iii7,I
74,I,II
75,II,V
76,V,I
77,I,II
78,II,vii
79,vii,I
80,I,vi
81,vi,V
82,V,vi
83,vi,V
84,V,vi
85,vi,V
86,V,vi
87,vi,V
88,V,vi
89,vi,V
90,V,vi
91,vi,V
92,V,vi
93,vi,V
94,V,vi
95,vi,V
96,V,I
97,I,II
98,II,vii
99,vii,I
100,I,II
101,II,vii
102,vii,I
103,I,II
104,II,vii
105,vii,I
106,I,II
107,II,iii7
108,iii7,I
109,I,II
110,II,V
111,V,II
112,II,iii7
113,iii7,I
114,I,II
115,II,V
116,V,II
117,II,iii7
118,iii7,I
119,I,II
120,II,V
121,V,I
122,I,II
123,II,vii
124,vii,I
125,I,II
126,II,vii
127,vii,I
128,I,II
129,II,vii
130,vii,I
131,I,II
132,II,iii7
133,iii7,I
134,I,II
135,II,V
136,V,II
137,II,iii7
138,iii7,I
139,I,II
140,II,V
141,V,I
142,I,II
143,II,V
0,I,IV
1,IV,V
2,V,IV
3,IV,I
4,I,I
5,I,IV
6,IV,V
7,V,IV
8,IV,V
9,V,IV
10,IV,iii
11,iii,V7
12,V7,IV
13,IV,I
14,I,iii
15,iii,IV
16,IV,V
17,V,vi
18,vi,iii
19,iii,IV
20,IV,V
21,V,V7
22,V7,I
23,I,IV
24,IV,V
25,V,IV
26,IV,I
27,I,I
28,I,IV
29,IV,V
30,V,IV
31,IV,V
32,V,IV
33,IV,iii
34,iii,V7
35,V7,IV
36,IV,I
37,I,iii
38,iii,IV
39,IV,V7
40,V7,vi
41,vi,iii
42,iii,IV
43,IV,III
44,III,III7
45,III7,vi
46,vi,iii
47,iii,IV
48,IV,V
49,V,vi
50,vi,iii
51,iii,IV
52,IV,V
53,V,I
54,I,IV
55,IV,I
56,I,V7
57,V7,I
58,I,IV
59,IV,V
60,V,IV
61,IV,I
62,I,I
63,I,IV
64,IV,V
65,V,IV
66,IV,V
67,V,IV
68,IV,iii
69,iii,V7
0,i,iv
1,iv,i
2,i,i
3,i,iv
4,iv,iv
5,iv,i
6,i,i
7,i,iv
8,iv,iv
9,iv,i
10,i,i
11,i,iv
12,iv,iv
13,iv,i
14,i,iv
15,iv,iv
16,iv,i
17,i,i
18,i,iv
19,iv,iv
20,iv,i
21,i,i
22,i,iv
23,iv,iv
24,iv,i
25,i,i
26,i,iv
27,iv,iv
28,iv,i
29,i,i
30,i,iv
31,iv,iv
32,iv,i
33,i,iv
34,iv,iv
35,iv,i
36,i,i
37,i,iv
38,iv,iv
39,iv,i
40,i,i
41,i,iv
42,iv,iv
43,iv,i
44,i,i
45,i,iv
46,iv,iv
47,iv,i
48,i,i
49,i,iv
50,iv,iv
0,i,III
1,III,v
2,v,IV
3,IV,i
4,i,III
5,III,v
6,v,IV
7,IV,i
8,i,III
9,III,v
10,v,IV
11,IV,i
12,i,III
13,III,v
14,v,IV
15,IV,i
16,i,III
17,III,v
18,v,IV
19,IV,i
20,i,III
21,III,v
22,v,IV
23,IV,i
24,i,III
25,III,v
26,v,IV
27,IV,i
28,i,III
29,III,v
30,v,IV
31,IV,i
32,i,III
33,III,v
34,v,IV
35,IV,i
36,i,III
37,III,v
38,v,IV
39,IV,i
40,i,III
41,III,v
42,v,IV
43,IV,i
44,i,III
45,III,v
46,v,IV
47,IV,i
48,i,III
49,III,v
50,v,IV
51,IV,i
52,i,III
53,III,v
54,v,IV
55,IV,i
56,i,III
57,III,v
58,v,IV
59,IV,i
60,i,III
61,III,v
62,v,IV
63,IV,i
64,i,III
65,III,v
66,v,IV
67,IV,i
68,i,III
69,III,v
70,v,IV
71,IV,i
72,i,III
73,III,v
74,v,IV
75,IV,III
76,III,v7
77,v7,VII
78,VII,IV
79,IV,III
80,III,v7
81,v7,VII
82,VII,IV
83,IV,III
84,III,v7
85,v7,VII
86,VII,IV
87,IV,III
88,III,v7
89,v7,VII
90,VII,IV
91,IV,i
92,i,III
93,III,v
94,v,IV
95,IV,i
96,i,III
97,III,v
98,v,IV
99,IV,i
100,i,III
101,III,v
102,v,IV
103,IV,i
104,i,III
105,III,v
106,v,IV
107,IV,i
108,i,III
109,III,v
110,v,IV
111,IV,i
112,i,III
113,III,v
114,v,IV
115,IV,i
116,i,III
117,III,v
118,v,IV
0,I,vi7
1,vi7,ii7
2,ii7,V7
3,V7,I
4,I,vi7
5,vi7,ii7
6,ii7,V7
7,V7,I
8,I,vi7
9,vi7,ii7
10,ii7,V7
11,V7,I
12,I,vi7
13,vi7,ii7
14,ii7,V7
15,V7,III7
16,III7,VI7
17,VI7,II7
18,II7,V
19,V,V7
20,V7,I
21,I,vi7
22,vi7,ii7
23,ii7,V7
24,V7,I
25,I,vi7
26,vi7,ii7
27,ii7,V7
28,V7,I
29,I,vi7
30,vi7,ii7
31,ii7,III7
32,III7,vi
33,vi,I
34,I,I7
35,I7,IVM7
36,IVM7,iii
37,iii,ii
38,ii,V7
39,V7,IM7
40,IM7,vi
41,vi,VII7
42,VII7,iii
43,iii,iii7
44,iii7,VI
45,VI,VI7
46,VI7,ii7
47,ii7,V7
48,V7,I
49,I,vi7
50,vi7,ii7
51,ii7,V7
52,V7,I
53,I,vi7
54,vi7,ii7
55,ii7,V7
56,V7,I
57,I,vi7
58,vi7,ii7
59,ii7,III7
60,III7,vi
61,vi,I
62,I,I7
63,I7,IVM7
64,IVM7,ii7
65,ii7,V7
66,V7,I
67,I,I
68,I,vi7
69,vi7,ii7
70,ii7,V7
71,V7,I
0,i,VI
1,VI,III
2,III,VII
3,VII,i
4,i,VI
5,VI,III
6,III,VII
7,VII,i
8,i,VI
9,VI,III
10,III,VII
11,VII,VI
12,VI,VII
13,VII,i
14,i,VI
15,VI,III
16,III,VII
17,VII,i
18,i,VI
19,VI,III
20,III,VII
21,VII,i
22,i,VI
23,VI,III
24,III,VII
25,VII,VI
26,VI,VII
27,VII,III
28,III,VI
29,VI,III
30,III,VI
31,VI,III
32,III,VI
33,VI,i
34,i,VII
35,VII,VI
36,VI,III
37,III,iv
38,iv,i
39,i,VI
40,VI,III
41,III,VII
42,VII,i
43,i,VI
44,VI,III
45,III,VII
46,VII,i
47,i,VI
48,VI,III
49,III,VII
50,VII,VI
51,VI,VII
52,VII,III
53,III,VI
54,VI,III
55,III,VI
56,VI,III
57,III,VI
58,VI,i
59,i,VII
60,VII,VI
61,VI,III
62,III,iv
63,iv,III
64,III,VI
65,VI,III
66,III,VI
67,VI,III
68,III,VI
69,VI,i
70,i,VII
71,VII,VI
72,VI,III
73,III,iv
74,iv,i
75,i,VII
76,VII,VI
77,VI,III
78,III,iv
79,iv,i
80,i,VII
81,VII,VI
82,VI,III
83,III,iv
84,iv,VI
85,VI,VII
0,I,I
1,I,I
2,I,I
3,I,I
4,I,ii
5,ii,IV
6,IV,I
7,I,I
8,I,ii
9,ii,IV
10,IV,I
11,I,I
12,I,IV
13,IV,I
14,I,V7
15,V7,I
16,I,V7
17,V7,I
18,I,ii
19,ii,IV
20,IV,I
21,I,I
22,I,ii
23,ii,IV
24,IV,I
25,I,I
26,I,IV
27,IV,I
28,I,V7
29,V7,I
30,I,V7
31,V7,I
32,I,ii
33,ii,IV
34,IV,I
35,I,I
36,I,ii
37,ii,IV
38,IV,I
39,I,I
40,I,IV
41,IV,I
42,I,V7
43,V7,I
44,I,I
45,I,ii
46,ii,IV
47,IV,I
48,I,ii
49,ii,IV
50,IV,I
51,I,I
52,I,ii
53,ii,IV
54,IV,I
55,I,ii
56,ii,IV
57,IV,I
0,I,I
1,I,IV
2,IV,V
3,V,I
4,I,IV
5,IV,V
6,V,I
7,I,IV
8,IV,V
9,V,I
10,I,IV
11,IV,V
12,V,I
13,I,IV
14,IV,V
15,V,I
16,I,IV
17,IV,V
18,V,I
19,I,IV
20,IV,ii
21,ii,V
22,V,I
23,I,IV
24,IV,V
25,V,I
26,I,IV
27,IV,ii
28,ii,V
29,V,I
30,I,IV
31,IV,V
32,V,I
33,I,IV
34,IV,V
35,V,I
36,I,IV
37,IV,V
38,V,I
39,I,IV
40,IV,V
41,V,I
42,I,IV
43,IV,V
44,V,I
45,I,IV
46,IV,V
47,V,I
48,I,IV
49,IV,ii
50,ii,V
51,V,I
52,I,IV
53,IV,V
54,V,I
55,I,IV
56,IV,ii
57,ii,V
58,V,I
59,I,IV
60,IV,V
61,V,I
62,I,IV
63,IV,V
64,V,I
65,I,IV
66,IV,ii
67,ii,V
68,V,I
69,I,IV
70,IV,V
71,V,I
72,I,IV
73,IV,ii
74,ii,V
75,V,I
76,I,IV
77,IV,V
78,V,I
79,I,IV
80,IV,V
0,i,v
1,v,VI
2,VI,VII
3,VII,i
4,i,i
5,i,v
6,v,VI
7,VI,VI
8,VI,VII
9,VII,i
10,i,i
11,i,v
12,v,VI
13,VI,VI
14,VI,VII
15,VII,i
16,i,i
17,i,v
18,v,VI
19,VI,VI
20,VI,VII
21,VII,i
22,i,i
23,i,v
24,v,VI
25,VI,VI
26,VI,VII
27,VII,i
28,i,VI
29,VI,i
30,i,VI
31,VI,i
32,i,VI
33,VI,VII
34,VII,i
35,i,VI
36,VI,v
37,v,iv
38,iv,i
39,i,i
40,i,v
41,v,iv
42,iv,VII
43,VII,VI
44,VI,i
45,i,VI
46,VI,i
47,i,VI
48,VI,VII
49,VII,i
50,i,VI
51,VI,v
52,v,iv
53,iv,i
54,i,iv
55,iv,i
56,i,iv
57,iv,VII
58,VII,VI
59,VI,i
60,i,v
61,v,VI
62,VI,VI
63,VI,VII
64,VII,i
65,i,i
66,i,v
67,v,VI
68,VI,VI
69,VI,VII
70,VII,i
71,i,VI
72,VI,i
73,i,VI
74,VI,i
75,i,VI
76,VI,VII
77,VII,i
78,i,VI
79,VI,v
80,v,iv
81,iv,i
82,i,i
83,i,v
84,v,iv
85,iv,VII
86,VII,VI
87,VI,i
88,i,VI
89,VI,i
90,i,VI
91,VI,VII
92,VII,i
93,i,VI
94,VI,v
95,v,iv
96,iv,i
97,i,i
98,i,v
99,v,iv
100,iv,VII
101,VII,VI
0,II,vii
1,vii,VI
2,VI,V
3,V,II
4,II,vii
5,vii,VI
6,VI,V
7,V,II
8,II,vii
9,vii,VI
10,VI,V
11,V,vii
12,vii,V
13,V,II
14,II,VI
15,VI,vii
16,vii,V
17,V,II
18,II,VI
19,VI,II
20,II,VI
21,VI,vii
22,vii,V
23,V,II
24,II,II
25,II,vii
26,vii,VI
27,VI,V
28,V,II
29,II,vii
30,vii,VI
31,VI,V
32,V,vii
33,vii,V
34,V,II
35,II,VI
36,VI,vii
37,vii,V
38,V,II
39,II,VI
40,VI,II
41,II,VI
42,VI,vii
43,vii,V
44,V,II
45,II,VI
46,VI,vii
47,vii,V
48,V,vii
49,vii,V
50,V,II
51,II,VI
52,VI,II
53,II,VI
54,VI,vii
55,vii,V
56,V,II
57,II,VI
58,VI,vii
59,vii,V
60,V,II
61,II,VI
62,VI,vii
63,vii,V
64,V,II
0,I,I
1,I,vi
2,vi,IV
3,IV,I
4,I,vi
5,vi,IV
6,IV,I
7,I,V
8,V,I
9,I,vi
10,vi,IV
11,IV,I
12,I,V
13,V,vi
14,vi,V
15,V,I
16,I,IV
17,IV,vi
18,vi,V
19,V,IV
20,IV,I
21,I,iii
22,iii,IV
23,IV,I
24,I,V
25,V,I
26,I,I
27,I,iii
28,iii,IV
29,IV,I
30,I,V
31,V,IV
32,IV,vi
33,vi,V
34,V,I
35,I,I
36,I,vi
37,vi,IV
38,IV,I
39,I,vi
40,vi,IV
41,IV,I
42,I,V
43,V,I
44,I,vi
45,vi,IV
46,IV,I
47,I,V
48,V,vi
49,vi,V
50,V,I
51,I,IV
52,IV,vi
53,vi,V
54,V,IV
55,IV,I
56,I,iii
57,iii,IV
58,IV,I
59,I,V
60,V,I
61,I,I
62,I,iii
63,iii,IV
64,IV,I
65,I,V
66,V,IV
67,IV,vi
68,vi,V
69,V,I
70,I,vi
71,vi,IV
72,IV,vi
73,vi,IV
74,IV,I
75,I,V
76,V,vi
77,vi,IV
78,IV,I
79,I,V
80,V,vi
81,vi,IV
82,IV,I
83,I,I
84,I,V
85,V,vi
86,vi,V
87,V,IV
88,IV,vi
89,vi,V
90,V,IV
91,IV,I
92,I,iii
93,iii,IV
94,IV,I
95,I,V
96,V,I
97,I,I
98,I,iii
99,iii,IV
100,IV,I
101,I,V
102,V,IV
103,IV,vi
104,vi,V
105,V,IV
106,IV,vi
107,vi,V
108,V,I
109,I,I
110,I,vi
111,vi,IV
112,IV,I
113,I,I
114,I,vi
115,vi,IV
0,I,IM7
1,IM7,IV
2,IV,I
3,I,I
4,I,IM7
5,IM7,IV
6,IV,I
7,I,I
8,I,IM7
9,IM7,IV
10,IV,I
11,I,I
12,I,IM7
13,IM7,IV
14,IV,I
15,I,I
16,I,IM7
17,IM7,IV
18,IV,I
19,I,I
20,I,IM7
21,IM7,IV
22,IV,I
23,I,I
24,I,IM7
25,IM7,IV
26,IV,I
27,I,I
28,I,IM7
29,IM7,IV
30,IV,I
31,I,iii
32,iii,IV
33,IV,V
34,V,IV
35,IV,iii
36,iii,IV
37,IV,I
38,I,IM7
39,IM7,IV
40,IV,I
41,I,I
42,I,IM7
43,IM7,IV
44,IV,I
45,I,I
46,I,IM7
47,IM7,IV
48,IV,I
49,I,I
50,I,IM7
51,IM7,IV
52,IV,I
53,I,I
54,I,IM7
55,IM7,IV
56,IV,I
57,I,I
58,I,IM7
59,IM7,IV
60,IV,I
0,i,VII
1,VII,VI
2,VI,i
3,i,VII
4,VII,VI
5,VI,i
6,i,VII
7,VII,VI
8,VI,i
9,i,VII
10,VII,VI
11,VI,i
12,i,VII
13,VII,VI
14,VI,i
15,i,VII
16,VII,VI
17,VI,III
18,III,i
19,i,VII
20,VII,VI
21,VI,III
22,III,i
23,i,VII
24,VII,VI
25,VI,III
26,III,i
27,i,VII
28,VII,VI
29,VI,III
30,III,i
31,i,VII
32,VII,VI
33,VI,i
34,i,VII
35,VII,VI
36,VI,i
37,i,VII
38,VII,VI
39,VI,i
40,i,VII
41,VII,VI
42,VI,i
43,i,VII
44,VII,VI
45,VI,III
46,III,i
47,i,VII
48,VII,VI
49,VI,III
50,III,i
51,i,VII
52,VII,VI
53,VI,III
54,III,i
55,i,VII
56,VII,VI
57,VI,III
58,III,i
59,i,VII
60,VII,III
61,III,VI
62,VI,i
63,i,VII
64,VII,VI
65,VI,i
66,i,VII
67,VII,III
68,III,VI
69,VI,i
70,i,VII
71,VII,VI
72,VI,i
73,i,VII
74,VII,VI
75,VI,III
76,III,i
77,i,VII
78,VII,VI
79,VI,III
80,III,i
81,i,VII
82,VII,VI
83,VI,III
84,III,i
85,i,VII
86,VII,VI
87,VI,i
88,i,VII
89,VII,VI
90,VI,III
91,III,i
92,i,VII
93,VII,VI
94,VI,III
95,III,i
96,i,VII
97,VII,VI
98,VI,III
0,i,III
1,III,VII
2,VII,IV
3,IV,i
4,i,III
5,III,VII
6,VII,IV
7,IV,i
8,i,III
9,III,VII
10,VII,IV
11,IV,i
12,i,III
13,III,VII
14,VII,IV
15,IV,i
16,i,III
17,III,VII
18,VII,IV
19,IV,i
20,i,III
21,III,VII
22,VII,IV
23,IV,i
24,i,III
25,III,VII
26,VII,IV
27,IV,i
28,i,III
29,III,VII
30,VII,IV
31,IV,i
32,i,III
33,III,VII
34,VII,IV
35,IV,i
36,i,III
37,III,VII
38,VII,IV
39,IV,i
40,i,III
41,III,VII
42,VII,IV
43,IV,i
44,i,III
45,III,VII
46,VII,IV
47,IV,i
48,i,III
49,III,VII
50,VII,IV
51,IV,i
52,i,III
53,III,VII
54,VII,IV
55,IV,i
56,i,III
57,III,VII
58,VII,IV
59,IV,i
60,i,III
61,III,VII
62,VII,IV
63,IV,i
64,i,III
65,III,VII
66,VII,IV
67,IV,i
68,i,III
69,III,VII
70,VII,IV
71,IV,i
72,i,III
73,III,VII
74,VII,IV
75,IV,i
76,i,III
77,III,VII
78,VII,IV
79,IV,i
80,i,III
81,III,VII
82,VII,IV
83,IV,i
84,i,III
85,III,VII
86,VII,IV
87,IV,i
88,i,III
89,III,VII
90,VII,IV
91,IV,i
92,i,III
93,III,VII
94,VII,IV
95,IV,i
96,i,III
97,III,VII
98,VII,IV
99,IV,i
100,i,III
101,III,VII
102,VII,IV
103,IV,i
104,i,III
105,III,VII
106,VII,IV
107,IV,i
108,i,III
109,III,VII
110,VII,IV
111,IV,i
112,i,III
113,III,VII
114,VII,IV
115,IV,i
116,i,III
117,III,VII
118,VII,IV
119,IV,i
120,i,III
121,III,VII
122,VII,IV
123,IV,i
124,i,III
125,III,VII
126,VII,IV
0,I,vi
1,vi,V
2,V,I
3,I,V
4,V,I
5,I,V
6,V,I
7,I,vi
8,vi,iii
9,iii,II6
10,II6,I
11,I,vi
12,vi,iii
13,iii,I
14,I,V
15,V,iii
16,iii,I
17,I,V
18,V,iii
19,iii,I
20,I,V
21,V,iii
22,iii,I
23,I,V
24,V,I
25,I,V
26,V,I
27,I,V
28,V,I
29,I,vi
30,vi,iii
31,iii,II6
32,II6,I
33,I,vi
34,vi,iii
35,iii,I
36,I,V
37,V,iii
38,iii,I
39,I,V
40,V,iii
41,iii,I
42,I,V
43,V,iii
44,iii,I
45,I,V
46,V,iii
47,iii,I
48,I,V
49,V,iii
50,iii,I
51,I,V
52,V,iii
53,iii,I
54,I,V
55,V,iii
56,iii,I
57,I,V
58,V,iii
59,iii,I
60,I,V
61,V,II6
62,II6,iii
63,iii,I
64,I,iii
65,iii,I
66,I,V
67,V,iii
68,iii,I
69,I,V
70,V,iii
71,iii,I
72,I,V
73,V,iii
74,iii,I
75,I,V
76,V,iii
77,iii,I
78,I,V
79,V,iii
80,iii,I
81,I,V
82,V,iii
83,iii,I
84,I,V
85,V,iii
86,iii,I
87,I,V
88,V,iii
89,iii,I
90,I,V
0,i,VI
1,VI,III
2,III,i
3,i,VI
4,VI,III
5,III,i
6,i,VI
7,VI,III
8,III,i
9,i,VI
10,VI,III
11,III,i
12,i,VI
13,VI,III
14,III,iv
15,iv,i
16,i,i
17,i,VI
18,VI,III
19,III,i
20,i,VI
21,VI,III
22,III,i
23,i,VI
24,VI,III
25,III,iv
26,iv,i
27,i,III
28,III,i
29,i,VI
30,VI,III
31,III,i
32,i,VI
33,VI,III
34,III,i
35,i,VI
36,VI,III
37,III,i
38,i,VI
39,VI,i
40,i,VI
41,VI,III
42,III,i
43,i,VI
44,VI,III
45,III,i
46,i,VI
47,VI,III
48,III,iv
49,iv,i
50,i,III
51,III,i
52,i,VI
53,VI,III
54,III,i
55,i,VI
56,VI,III
57,III,i
58,i,VI
59,VI,III
60,III,i
61,i,VI
62,VI,III
63,III,i
64,i,VI
65,VI,III
66,III,i
67,i,VI
68,VI,i
69,i,VI
70,VI,III
71,III,VI
72,VI,i
73,i,VI
74,VI,III
75,III,i
76,i,VI
77,VI,III
78,III,i
79,i,VI
80,VI,III
81,III,i
82,i,VI
83,VI,III
0,I,IV
1,IV,I
2,I,vi
3,vi,IV
4,IV,V
5,V,V
6,V,V
7,V,vi
8,vi,IV
9,IV,I
10,I,IV
11,IV,I
12,I,V
13,V,I
14,I,I
15,I,IV
16,IV,I
17,I,iii
18,iii,IV
19,IV,V
20,V,V
21,V,V
22,V,vi
23,vi,IV
24,IV,iii
25,iii,IV
26,IV,I
27,I,V
28,V,I
29,I,vi
30,vi,IV
31,IV,iii
32,iii,V
33,V,vi
34,vi,IV
35,IV,iii
36,iii,V
37,V,I
38,I,IV
39,IV,iii
40,iii,IV
41,IV,I
42,I,V
43,V,I
44,I,II
45,II,V
46,V,II
47,II,vii
48,vii,V
49,V,VI
50,VI,VI
51,VI,VI
52,VI,vii
53,vii,V
54,V,II
55,II,V
56,V,II
57,II,VI
58,VI,II
59,II,vii
60,vii,V
61,V,II
62,II,VI
63,VI,vii
64,vii,V
65,V,II
66,II,VI
67,VI,vii
68,vii,V
69,V,II
70,II,V
71,V,II
72,II,VI
73,VI,II
74,II,i
75,i,♭VI
76,♭VI,♭III
77,♭III,♭VII
78,♭VII,i
79,i,♭VI
80,♭VI,♭III
81,♭III,♭VII
82,♭VII,i
83,i,♭VI
84,♭VI,♭III
85,♭III,♭VI
86,♭VI,♭III
87,♭III,♭VII
88,♭VII,♭III
0,II,VI
1,VI,V
2,V,II
3,II,VI
4,VI,V
5,V,II
6,II,VI
7,VI,V
8,V,vii
9,vii,VI
10,VI,V
11,V,II
12,II,VI
13,VI,V
14,V,II
15,II,VI
16,VI,V
17,V,vii
18,vii,VI
19,VI,V
20,V,II
21,II,VI
22,VI,V
23,V,II
24,II,II
25,II,VI
26,VI,V
27,V,II
28,II,VI
29,VI,V
30,V,vii
31,vii,VI
32,VI,V
33,V,vii
34,vii,VI
35,VI,V
36,V,II
37,II,VI
38,VI,V
39,V,II
40,II,VI
41,VI,V
42,V,vii
43,vii,VI
44,VI,V
45,V,II
46,II,VI
47,VI,V
48,V,vii
49,vii,♯iv7
50,♯iv7,vii
51,vii,♯iv7
52,♯iv7,vii
53,vii,♯iv7
54,♯iv7,V
55,V,VI
56,VI,II
57,II,VI
58,VI,V
59,V,V
60,V,II
61,II,VI
62,VI,V
63,V,V
64,V,II
65,II,VI
66,VI,V
67,V,II
68,II,VI
69,VI,V
70,V,vii
71,vii,VI
72,VI,V
73,V,II
74,II,VI
75,VI,V
76,V,II
77,II,VI
78,VI,V
79,V,II
80,II,VI
81,VI,V
0,I,V
1,V,IV
2,IV,V
3,V,I
4,I,V
5,V,IV
6,IV,V
7,V,I
8,I,V
9,V,IV
10,IV,V
11,V,I
12,I,V
13,V,IV
14,IV,V
15,V,IV
16,IV,V
17,V,I
18,I,V
19,V,IV
20,IV,V
21,V,I
22,I,V
23,V,IV
24,IV,V
25,V,I
26,I,V
27,V,IV
28,IV,V
29,V,I
30,I,V
31,V,IV
32,IV,V
33,V,IV
34,IV,IV
35,IV,V
36,V,I
37,I,V
38,V,IV
39,IV,V
40,V,I
41,I,V
42,V,IV
43,IV,V
44,V,I
45,I,V
46,V,IV
47,IV,V
48,V,I
49,I,V
50,V,IV
51,IV,V
52,V,I
53,I,V
54,V,IV
55,IV,V
56,V,IV
57,IV,V
58,V,I
59,I,V
60,V,IV
61,IV,V
62,V,I
63,I,V
64,V,IV
65,IV,V
66,V,I
67,I,V
68,V,IV
69,IV,V
70,V,I
71,I,V
72,V,IV
73,IV,V
74,V,IV
75,IV,V
76,V,VI
77,VI,III
78,III,II9
79,II9,III
80,III,II
81,II,III
82,III,I
83,I,V
84,V,IV
85,IV,V
86,V,I
87,I,V
88,V,IV
89,IV,V
90,V,I
91,I,V
92,V,IV
93,IV,V
94,V,IV
95,IV,V
96,V,IV
97,IV,IV
98,IV,V
99,V,I
100,I,V
101,V,IV
102,IV,V
103,V,I
104,I,V
105,V,IV
106,IV,V
107,V,I
108,I,V
109,V,IV
110,IV,V
111,V,I
112,I,V
113,V,IV
114,IV,V
115,V,I
116,I,V
117,V,IV
118,IV,V
119,V,I
120,I,V
121,V,IV
122,IV,V
123,V,I
124,I,V
125,V,IV
126,IV,V
127,V,I
128,I,V
129,V,IV
130,IV,V
0,I,vi
1,vi,ii
2,ii,I
3,I,IV
4,IV,vi
5,vi,ii
6,ii,I
7,I,IV
8,IV,vi
9,vi,ii
10,ii,I
11,I,IV
12,IV,vi
13,vi,ii
14,ii,I
15,I,IV
16,IV,vi
17,vi,ii
18,ii,I
19,I,IV
20,IV,vi
21,vi,ii
22,ii,I
23,I,IV
24,IV,vi
25,vi,ii
26,ii,I
27,I,IV
28,IV,vi
29,vi,ii
30,ii,I
31,I,IV
32,IV,vi
33,vi,ii
34,ii,I
35,I,IV
36,IV,vi
37,vi,ii
38,ii,I
39,I,IV
