Source,Target,sum_appearance,percent,log_ratio,probability
III,♯iv,3,0.0003171917953055614,0.34946363508407474,0.006122448979591836
III,♯iv7,5,0.0005286529921759357,2.2712762325603273,0.01020408163265306
III6,iv,2,0.00021146119687037428,3.837485410443608,1.0
III64,VII,2,0.00021146119687037428,1.653434837322569,0.4
III64,vi,3,0.0003171917953055614,2.2622806696517497,0.6
III7,VI7,1,0.00010573059843518714,4.051059510741667,0.08333333333333333
III7,vi,11,0.0011630365827870585,2.6860949164281105,0.9166666666666666
IIIM43,III,2,0.00021146119687037428,0.5665281403219024,0.09090909090909091
IIIM43,IIIM43,2,0.00021146119687037428,3.6860857639882396,0.09090909090909091
IIIM43,IIIM7,15,0.0015859589765278071,6.019442515649039,0.6818181818181818
IIIM43,VIM7,2,0.00021146119687037428,4.212178859885018,0.09090909090909091
IIIM43,i,1,0.00010573059843518714,-0.4994281853721548,0.045454545454545456
IIIM7,I,1,0.00010573059843518714,-0.7490506959995907,0.0625
IIIM7,IIIM43,8,0.0008458447874814971,5.3908338562266644,0.5
IIIM7,IIIM7,1,0.00010573059843518714,3.629846045665363,0.0625
IIIM7,i,6,0.0006343835906111228,1.6107850149744347,0.375
IM7,IV,14,0.00148022837809262,2.1400064315518614,0.9333333333333333
IM7,vi,1,0.00010573059843518714,0.06505609231552999,0.06666666666666667
IV,I,305,0.03224783252273208,0.7778256157414893,0.2904761904761905
IV,I6,12,0.0012687671812222456,0.519518682931176,0.011428571428571429
IV,II,1,0.00010573059843518714,-3.393119517840888,0.0009523809523809524
IV,II7,4,0.00042292239374074856,0.7049219062625388,0.0038095238095238095
IV,III,9,0.0009515753859166843,-1.8043761966496206,0.008571428571428572
IV,IV,93,0.009832945654472404,-0.224425390914044,0.08857142857142856
IV,IV+,5,0.0005286529921759357,2.2089993030388126,0.004761904761904762
IV,IVM7,1,0.00010573059843518714,-0.35595005442272387,0.0009523809523809524
IV,V,288,0.030450412349333898,0.8402185244116306,0.2742857142857143
IV,V6,19,0.0020088813702685555,1.2616179840946267,0.018095238095238095
IV,V7,2,0.00021146119687037428,-1.4923026710736806,0.0019047619047619048
IV,VI,8,0.0008458447874814971,-2.3540459566486076,0.007619047619047619
IV,VII,9,0.0009515753859166843,-2.1990740405731692,0.008571428571428572
IV,i,57,0.006026644110805667,-0.3313586512854017,0.054285714285714284
IV,i7,1,0.00010573059843518714,0.12955776135897687,0.0009523809523809524
IV,i9,6,0.0006343835906111228,2.2089993030388126,0.005714285714285714
IV,ii,36,0.0038063015436667373,0.12955776135897706,0.03428571428571429
IV,ii7,3,0.0003171917953055614,-0.6813724548573518,0.002857142857142857
IV,iii,11,0.0011630365827870585,-0.6401294963233028,0.010476190476190476
IV,iii7,3,0.0003171917953055614,0.2165691383486068,0.002857142857142857
IV,iv,27,0.0028547261577500527,0.16729808934182397,0.025714285714285714
IV,v,3,0.0003171917953055614,-1.5365754947516688,0.002857142857142857
IV,vi,117,0.012370480016916896,0.5692560411093835,0.11142857142857143
IV,vi7,1,0.00010573059843518714,-1.9806554389876128,0.0009523809523809524
IV,♭III,5,0.0005286529921759357,-0.8910929858394209,0.004761904761904762
IV,♭VII,8,0.0008458447874814971,0.16130645967355733,0.007619047619047619
IV,♭VII64,13,0.001374497779657433,1.0603765937960419,0.012380952380952381
IV,♯iv,3,0.0003171917953055614,-0.40596047499738525,0.002857142857142857
IV+,IV,5,0.0005286529921759357,2.2089993030388126,1.0
IV6,VI,1,0.00010573059843518714,-0.46319558477632156,0.05
IV6,i,3,0.0003171917953055614,0.6944942831002797,0.15
IV6,v,16,0.0016916895749629942,4.107692852372124,0.8
IV64,I,1,0.00010573059843518714,2.0235380262401907,1.0
IV7,♭VII7,10,0.0010573059843518714,6.87243839715088,1.0
IVM7,ii7,1,0.00010573059843518714,2.6210900861191146,0.07692307692307693
IVM7,iii,11,0.0011630365827870585,3.7609453333212732,0.8461538461538461
IVM7,iv,1,0.00010573059843518714,1.272536052982071,0.07692307692307693
IVM9,I6,1,0.00010573059843518714,2.602740947450918,0.09090909090909091
IVM9,IV,2,0.00021146119687037428,0.5042512108003878,0.18181818181818182
IVM9,♭VII64,8,0.0008458447874814971,5.1429976923220835,0.7272727272727273
V,I,400,0.04229223937407486,0.9832613145850443,0.3561887800534283
V,II,101,0.010678790441953901,1.1562839273433558,0.08993766696349065
V,II6,2,0.00021146119687037428,0.756987870261907,0.0017809439002671415
V,III,1,0.00010573059843518714,-4.067317845642855,0.0008904719501335708
V,III64,3,0.0003171917953055614,1.6324566076158067,0.0026714158504007124
V,III7,5,0.0005286529921759357,1.2678134940278976,0.004452359750667854
V,IV,188,0.019877352505815182,0.41370000710563376,0.1674087266251113
V,IVM7,1,0.00010573059843518714,-0.42166712607973916,0.0008904719501335708
V,V,48,0.0050750687248889825,-1.01725801647344,0.0427426536064114
V,V7,26,0.002748995559314866,1.0069296147308409,0.02315227070347284
V,VI,47,0.004969338126453796,-0.6490569682754003,0.041852181656277826
V,i,42,0.00444068513427786,-0.7024573724935989,0.037399821905609976
V,i42,4,0.00042292239374074856,2.1432822313817974,0.003561887800534283
V,ii,34,0.003594840346796363,0.006682275862013083,0.030276046304541407
V,iii,38,0.004017762740537111,0.533844318947697,0.03383793410507569
V,iv,1,0.00010573059843518714,-3.1942558483195205,0.0008904719501335708
V,v,3,0.0003171917953055614,-1.6022925664086842,0.0026714158504007124
V,vi,137,0.01448509198562064,0.661345960482737,0.1219946571682992
V,vi7,15,0.0015859589765278071,0.6616776904575821,0.013357079252003561
V,vii,24,0.0025375343624444912,0.5173150169964864,0.0213713268032057
V,♭VI,2,0.00021146119687037428,-2.1874511089045336,0.0017809439002671415
V,♯I7,1,0.00010573059843518714,-1.0347715989661481,0.0008904719501335708
V+,V7,1,0.00010573059843518714,3.681962046804377,0.3333333333333333
V+,♭VI,2,0.00021146119687037428,3.7456778611904853,0.6666666666666666
V+7,i,1,0.00010573059843518714,2.591614267986161,1.0
V6,I,15,0.0015859589765278071,0.8397679292317741,0.30612244897959184
V6,IV,6,0.0006343835906111228,0.10893847415624117,0.12244897959183673
V6,VI,1,0.00010573059843518714,-1.359283609332957,0.02040816326530612
V6,vi,17,0.0017974201733981815,1.7144993393633299,0.3469387755102041
V6,vi7,10,0.0010573059843518714,3.3961335430019193,0.20408163265306123
V65,♭VII,3,0.0003171917953055614,5.047889105099834,1.0
V7,I,28,0.00296045675618524,0.9612933817429556,0.35
V7,III7,1,0.00010573059843518714,2.2956676856844864,0.0125
V7,IM7,1,0.00010573059843518714,2.0725241343702767,0.0125
V7,IV,8,0.0008458447874814971,-0.10600830995379004,0.1
V7,V,1,0.00010573059843518714,-2.2511669232906413,0.0125
V7,i,23,0.0024318037640093043,1.332659329242872,0.2875
V7,iii,2,0.00021146119687037428,0.22669744387194599,0.025
V7,iii7,9,0.0009515753859166843,3.8867564594503907,0.1125
V7,iv,5,0.0005286529921759357,1.0524741682052694,0.0625
V7,vi,1,0.00010573059843518714,-1.6213428612546985,0.0125
V7,vi7,1,0.00010573059843518714,0.5909195934460615,0.0125
VI,I,4,0.00042292239374074856,-3.232654414007175,0.005277044854881266
VI,II,27,0.0028547261577500527,0.22625473390229764,0.03562005277044855
VI,III,197,0.020828927891731866,1.6051403404910052,0.2598944591029024
VI,III6,2,0.00021146119687037428,2.5325366887776695,0.002638522427440633
VI,III64,2,0.00021146119687037428,1.6162459569035144,0.002638522427440633
VI,IV,1,0.00010573059843518714,-4.433487498328443,0.0013192612137203166
VI,IVM7,2,0.00021146119687037428,0.6607345118760781,0.002638522427440633
VI,V,70,0.0074011418904631,-0.25070932793609985,0.09234828496042216
VI,V7,4,0.00042292239374074856,-0.4756181047748786,0.005277044854881266
VI,VI,44,0.004652146331148234,-0.3257604786713255,0.05804749340369393
VI,VI7,1,0.00010573059843518714,-0.10652064083758916,0.0013192612137203166
VI,VII,150,0.01585958976527807,0.9378740619257235,0.19788918205804748
VI,VIM7,1,0.00010573059843518714,-0.032412668683867205,0.0013192612137203166
VI,i,133,0.01406216959187989,0.8394765948406586,0.17546174142480211
VI,ii,13,0.001374497779657433,-0.5654744338967395,0.017150395778364115
VI,ii7,1,0.00010573059843518714,-1.4564473577866048,0.0013192612137203166
VI,iv,3,0.0003171917953055614,-1.7063891022555389,0.00395778364116095
VI,v,18,0.0019031507718333686,0.578721360215243,0.023746701846965697
VI,v7,1,0.00010573059843518714,-0.5119857489457534,0.0013192612137203166
VI,vi,11,0.0011630365827870585,-1.4714852351511454,0.014511873350923483
VI,vii,57,0.006026644110805667,1.7715669118789632,0.07519788918205805
VI,♭II,4,0.00042292239374074856,-0.8173673984969353,0.005277044854881266
VI,♭VII,1,0.00010573059843518714,-1.594597696267422,0.0013192612137203166
VI,♯i,6,0.0006343835906111228,0.35400424445360257,0.0079155672823219
VI,♯iv,5,0.0005286529921759357,0.4284025345074621,0.006596306068601583
VI6,V,6,0.0006343835906111228,1.737817123273633,0.6666666666666666
VI6,ii,3,0.0003171917953055614,2.4134507213408702,0.3333333333333333
VI7,II,3,0.0003171917953055614,2.032459628318076,0.21428571428571427
VI7,II7,1,0.00010573059843518714,3.6455944026335025,0.07142857142857142
VI7,V,5,0.0005286529921759357,1.1136628142006393,0.35714285714285715
VI7,ii7,3,0.0003171917953055614,3.645594402633502,0.21428571428571427
VI7,♯iv7,2,0.00021146119687037428,4.9265282480955666,0.14285714285714285
VII,I,12,0.0012687671812222456,-2.096853244920011,0.016282225237449117
VII,III,98,0.01036159864664834,0.9440929708426431,0.13297150610583447
VII,IV,36,0.0038063015436667373,-0.8127796794532788,0.048846675712347354
VII,IV6,16,0.0016916895749629942,2.3465820178825143,0.021709633649932156
VII,V7,2,0.00021146119687037428,-1.1315764049157695,0.0027137042062415195
VII,VI,253,0.02674984140410235,1.4606282565569881,0.34328358208955223
VII,VII,43,0.004546415732713047,-0.2743722360579152,0.05834464043419267
VII,i,221,0.023366462254176358,1.3844790485557121,0.29986431478968795
VII,ii,1,0.00010573059843518714,-3.0932349109392216,0.0013568521031207597
VII,iv,15,0.0015859589765278071,-0.059762309402383834,0.0203527815468114
VII,v,12,0.0012687671812222456,0.21044513252613295,0.016282225237449117
VII,v7,1,0.00010573059843518714,-0.474796868526699,0.0013568521031207597
VII,♯I7,1,0.00010573059843518714,-0.6083282611512217,0.0013568521031207597
VII,♯IV,1,0.00010573059843518714,-0.6491502556714768,0.0013568521031207597
VII,♯i,21,0.00222034256713893,1.643956093368025,0.028493894165535955
VII,♯iv,4,0.00042292239374074856,0.24244786361230677,0.005427408412483039
VII6,i,7,0.00074011418904631,2.591614267986161,1.0
VII7,I,3,0.0003171917953055614,0.8195652219142543,0.3
VII7,iii,6,0.0006343835906111228,3.417173794218449,0.6
VII7,♯I7,1,0.00010573059843518714,3.6943845668029343,0.1
VIM7,I,2,0.00021146119687037428,0.15173584933859913,0.15384615384615385
VIM7,VI,1,0.00010573059843518714,-0.032412668683867205,0.07692307692307693
VIM7,VII,3,0.0003171917953055614,1.1033885004032968,0.23076923076923078
VIM7,i,4,0.00042292239374074856,1.4129592716445152,0.3076923076923077
VIM7,i7,1,0.00010573059843518714,4.530632591003553,0.07692307692307693
VIM7,v,2,0.00021146119687037428,2.459034226784743,0.15384615384615385
i,III,116,0.012264749418481708,1.1346043820678728,0.16178521617852162
i,IIIM43,12,0.0012687671812222456,1.9854784644158456,0.016736401673640166
i,IV,11,0.0011630365827870585,-1.9765146463215815,0.015341701534170154
i,V,5,0.0005286529921759357,-2.830689078342867,0.00697350069735007
i,V7,1,0.00010573059843518714,-1.8028348866862778,0.001394700139470014
i,VI,155,0.016388242757454007,0.9925525835381515,0.21617852161785217
i,VII,236,0.024952421230704167,1.4501481520635693,0.3291492329149233
i,VIM7,4,0.00042292239374074856,1.4129592716445152,0.005578800557880056
i,i,59,0.006238105307676042,0.08574248973311596,0.08228730822873083
i,i7,6,0.0006343835906111228,2.30393219553438,0.008368200836820083
i,iii,2,0.00021146119687037428,-1.9622626236143799,0.002789400278940028
i,iv,31,0.0032776485514908016,0.6880633927699895,0.043235704323570434
i,v,29,0.003066187354620427,1.1147230115140438,0.040446304044630406
i,vii,2,0.00021146119687037428,-1.5192595961871502,0.002789400278940028
i,♭II,6,0.0006343835906111228,-0.35282471118027936,0.008368200836820083
i,♭III7,2,0.00021146119687037428,2.591614267986161,0.002789400278940028
i,♭VI,40,0.004229223937407486,1.2566132012538211,0.05578800557880056
i42,IV6,4,0.00042292239374074856,6.179291216590935,1.0
i7,iv,1,0.00010573059843518714,1.7580438687637718,0.125
i7,iv64,6,0.0006343835906111228,6.941431268637832,0.75
i7,v7,1,0.00010573059843518714,4.051059510741667,0.125
i9,ii7,6,0.0006343835906111228,5.186039443580651,1.0
ii,I,53,0.005603721717064919,0.3308694596563665,0.1840277777777778
ii,I6,5,0.0005286529921759357,0.9471136525474432,0.017361111111111112
ii,IV,71,0.007506872488898287,0.8087186999441824,0.2465277777777778
ii,V,98,0.01036159864664834,1.0652892299164236,0.3402777777777778
ii,V7,5,0.0005286529921759357,0.7270517677706414,0.017361111111111112
ii,VI,2,0.00021146119687037428,-2.4372766107983312,0.006944444444444444
ii,VII,7,0.00074011418904631,-1.1473247618839086,0.024305555555555556
ii,ii,2,0.00021146119687037428,-1.457750289567021,0.006944444444444444
ii,iiM7,11,0.0011630365827870585,3.42505163301935,0.03819444444444445
ii,iii,5,0.0005286529921759357,-0.1255231497174061,0.017361111111111112
ii,v,1,0.00010573059843518714,-1.3321240764496114,0.003472222222222222
ii,v7,2,0.00021146119687037428,1.1606877528455022,0.006944444444444444
ii,vi,24,0.0025375343624444912,0.28819964362974,0.08333333333333333
ii,♭III,2,0.00021146119687037428,-0.5043200107434089,0.006944444444444444
ii7,I,3,0.0003171917953055614,-0.8668337316559743,0.05555555555555555
ii7,I6,10,0.0010573059843518714,3.31423726667906,0.18518518518518517
ii7,I7,1,0.00010573059843518714,2.2416004644142107,0.018518518518518517
ii7,III7,2,0.00021146119687037428,3.394279974352596,0.037037037037037035
ii7,V,20,0.002114611968703743,1.1500304583715142,0.37037037037037035
ii7,V65,3,0.0003171917953055614,5.186039443580651,0.05555555555555555
ii7,V7,11,0.0011630365827870585,3.189485561706583,0.2037037037037037
ii7,v7,4,0.00042292239374074856,3.5278113669771187,0.07407407407407407
ii9,V,1,0.00010573059843518714,2.1432822313817974,1.0
iiM7,ii,12,0.0012687671812222456,3.51206301000898,1.0
iii,I,36,0.0038063015436667373,0.3600328925358143,0.19047619047619047
iii,II,21,0.00222034256713893,1.3704030348281617,0.1111111111111111
iii,II6,3,0.0003171917953055614,2.947170164972713,0.015873015873015872
iii,IV,29,0.003066187354620427,0.3292710608648007,0.15343915343915343
iii,IVM7,5,0.0005286529921759357,2.972487972957003,0.026455026455026454
iii,V,17,0.0017974201733981815,-0.27052849672247264,0.08994708994708994
iii,V7,3,0.0003171917953055614,0.6321625519801104,0.015873015873015872
iii,VI,6,0.0006343835906111228,-0.9227279141547616,0.031746031746031744
iii,VI7,7,0.00074011418904631,3.2348522374244943,0.037037037037037035
iii,ii,8,0.0008458447874814971,0.3444804795283295,0.042328042328042326
iii,iii7,1,0.00010573059843518714,0.8369569646261237,0.005291005291005291
iii,vi,46,0.004863607528018609,1.3547236177463493,0.24338624338624337
iii,vi7,2,0.00021146119687037428,0.4314918565179593,0.010582010582010581
iii,♭VII,4,0.00042292239374074856,1.1871593940592384,0.021164021164021163
iii,♯iv,1,0.00010573059843518714,0.21442735128013166,0.005291005291005291
iii6,II7,1,0.00010573059843518714,4.898357371128871,0.25
iii6,♭VII64,3,0.0003171917953055614,5.173769350988837,0.75
iii64,vi,5,0.0005286529921759357,2.77310629341774,1.0
iii7,I,9,0.0009515753859166843,1.1297201502180942,0.4090909090909091
iii7,VI,1,0.00010573059843518714,-0.5585057645806464,0.045454545454545456
iii7,vi7,12,0.0012687671812222456,4.379232944548185,0.5454545454545454
iv,I,24,0.0025375343624444912,-0.13594622311318172,0.11594202898550725
iv,III,4,0.00042292239374074856,-0.9868203054611545,0.01932367149758454
iv,V,1,0.00010573059843518714,-3.1942558483195205,0.004830917874396135
iv,V7,16,0.0016916895749629942,2.21562497801095,0.07729468599033816
iv,VI,50,0.005286529921759357,1.1070216145044978,0.24154589371980675
iv,VII,15,0.0015859589765278071,-0.059762309402383834,0.07246376811594203
iv,i,33,0.0034891097483611758,0.7505837497513235,0.15942028985507245
iv,iv,13,0.001374497779657433,1.0648966882038267,0.06280193236714976
iv,iv64,1,0.00010573059843518714,1.8915752613882946,0.004830917874396135
iv,vi,4,0.00042292239374074856,-1.178137425163687,0.01932367149758454
iv,♭II,15,0.0015859589765278071,1.8093371631513224,0.07246376811594203
iv,♭III,11,0.0011630365827870585,1.5258504819296441,0.05314009661835749
iv,♭vii,18,0.0019031507718333686,3.592362952410623,0.08695652173913043
iv,♭vii64,1,0.00010573059843518714,1.272536052982071,0.004830917874396135
iv,♯IV,1,0.00010573059843518714,0.6186095855754071,0.004830917874396135
iv64,VI6,6,0.0006343835906111228,6.823648232981448,0.8571428571428571
iv64,♭vii,1,0.00010573059843518714,4.093619125160463,0.14285714285714285
iv7,VI,1,0.00010573059843518714,0.7407772195496146,0.16666666666666666
iv7,♭III6,5,0.0005286529921759357,7.3832640209168705,0.8333333333333334
v,II,3,0.0003171917953055614,-0.17267012852525684,0.023809523809523808
v,III,19,0.0020088813702685555,1.064675305828122,0.15079365079365079
v,IV,38,0.004017762740537111,1.0023983763066073,0.30158730158730157
v,V+7,1,0.00010573059843518714,4.330836403686335,0.007936507936507936
v,V7,3,0.0003171917953055614,1.0349995376820051,0.023809523809523808
v,VI,17,0.0017974201733981815,0.5215629463752944,0.1349206349206349
v,VII,16,0.0016916895749629942,0.4981272049779139,0.12698412698412698
v,VIM7,5,0.0005286529921759357,3.375324958658898,0.03968253968253968
v,i,12,0.0012687671812222456,0.2323338313155701,0.09523809523809523
v,iv,7,0.00074011418904631,0.9392084730403297,0.05555555555555555
v,v,4,0.00042292239374074856,0.8729436783476338,0.031746031746031744
v,♭VI,1,0.00010573059843518714,-0.693044117159942,0.007936507936507936
v7,I,6,0.0006343835906111228,0.7707750577448226,0.2857142857142857
v7,I7,1,0.00010573059843518714,3.186062073255062,0.047619047619047616
v7,IV,3,0.0003171917953055614,0.2630891539834995,0.14285714285714285
v7,VII,4,0.00042292239374074856,0.9114974925931917,0.19047619047619047
v7,VIM7,1,0.00010573059843518714,3.565551694959966,0.047619047619047616
v7,i,1,0.00010573059843518714,-0.45290816973726183,0.047619047619047616
v7,ii,4,0.00042292239374074856,1.8538349334054476,0.19047619047619047
v7,v,1,0.00010573059843518714,1.2863139659629115,0.047619047619047616
vi,I,24,0.0025375343624444912,-1.2003253401390495,0.03993344425956739
vi,I64,1,0.00010573059843518714,1.6744940047496306,0.0016638935108153079
vi,II,35,0.00370057094523155,0.7263355340274532,0.05823627287853577
vi,II6,2,0.00021146119687037428,1.3868119322978498,0.0033277870216306157
vi,II7,3,0.0003171917953055614,0.9813468241896853,0.004991680532445923
vi,III,10,0.0010573059843518714,-1.134908690612867,0.016638935108153077
vi,IV,195,0.020617466694861492,1.0800816648753742,0.324459234608985
vi,V,138,0.014590822584055826,0.6686187198118168,0.22961730449251247
vi,VII7,7,0.00074011418904631,2.4164313494790077,0.011647254575707155
vi,i,2,0.00021146119687037428,-3.117155748181079,0.0033277870216306157
vi,ii,89,0.009410023260731655,1.5987821830139342,0.1480865224625624
vi,iii,33,0.0034891097483611758,1.0225897827237345,0.05490848585690516
vi,iii6,4,0.00042292239374074856,2.7731062934177406,0.0066555740432612314
vi,vi,19,0.0020088813702685555,-0.6843719241430047,0.03161397670549085
vi,vi42,34,0.003594840346796363,2.7731062934177406,0.056572379367720464
vi,vii,1,0.00010573059843518714,-2.030914751315516,0.0016638935108153079
vi,♭VI+,3,0.0003171917953055614,2.77310629341774,0.004991680532445923
vi,♭VII64,1,0.00010573059843518714,-0.9404657732865676,0.0016638935108153079
vi42,I,7,0.00074011418904631,0.4430876506793424,0.20588235294117646
vi42,IV,4,0.00042292239374074856,0.06893313954254193,0.11764705882352941
vi42,vi,23,0.0024318037640093043,2.3822399847307287,0.6764705882352942
vi7,I,1,0.00010573059843518714,-2.166116715786235,0.015151515151515152
vi7,IV,29,0.003066187354620427,1.3866403909988614,0.4393939393939394
vi7,V,1,0.00010573059843518714,-2.0463725106446278,0.015151515151515152
vi7,V6,3,0.0003171917953055614,2.192160738675983,0.045454545454545456
vi7,ii,3,0.0003171917953055614,0.421020556650664,0.045454545454545456
vi7,ii7,28,0.00296045675618524,4.32858921172943,0.42424242424242425
vi7,ii9,1,0.00010573059843518714,4.985368748118501,0.015151515151515152
vii,I,18,0.0019031507718333686,0.1098887394030986,0.14754098360655737
vii,II,3,0.0003171917953055614,-0.13250408679992215,0.02459016393442623
vii,V,78,0.008246986677944598,1.6959700133381326,0.639344262295082
vii,VI,15,0.0015859589765278071,0.43656584514662305,0.12295081967213115
vii,iii,2,0.00021146119687037428,-0.18287444618887178,0.01639344262295082
vii,♭I,1,0.00010573059843518714,4.371002445411669,0.00819672131147541
vii,♯i,1,0.00010573059843518714,0.40071053185954725,0.00819672131147541
vii,♯iv,1,0.00010573059843518714,0.6574303787073612,0.00819672131147541
vii,♯iv7,3,0.0003171917953055614,3.167029641085733,0.02459016393442623
vi°7,III,3,0.0003171917953055614,2.9644234131202727,1.0
♭I,♭II,1,0.00010573059843518714,4.43882504175043,1.0
♭II,V,4,0.00042292239374074856,-1.2066218558928075,0.03508771929824561
