Source,Target,sum_appearance,percent,log_ratio,probability
V,IM7,1,4.6781437125748506e-05,-2.039394762254075,0.0003916960438699569
V,IV,456,0.02133233532934132,0.26285300572412207,0.17861339600470036
V,IV64,1,4.6781437125748506e-05,-1.1608443583627672,0.0003916960438699569
V,IVM7,12,0.000561377245508982,0.5255545952074613,0.004700352526439483
V,V,91,0.0042571107784431135,-1.208917169340721,0.03564433999216608
V,V7,35,0.0016373502994011975,0.32904840342155034,0.013709361535448493
V,VI,51,0.002385853293413174,-1.122349598054435,0.0199764982373678
V,VII,11,0.0005145958083832336,-2.5907850047646748,0.004308656482569526
V,i,152,0.007110778443113772,-0.13618338797479207,0.05953779866823345
V,ii,103,0.004818488023952096,0.24030265760897238,0.04034469251860556
V,ii7,12,0.000561377245508982,-0.6323742706170679,0.004700352526439483
V,iii,31,0.0014502245508982035,-0.15460538982567268,0.012142577359968664
V,iv7,9,0.00042103293413173654,1.7672677275162445,0.0035252643948296123
V,vi,437,0.020443488023952096,0.9960159951180919,0.17117117117117117
V,vi42,2,9.356287425149701e-05,2.134992507641562,0.0007833920877399138
V,vi7,17,0.0007952844311377245,0.18071410891573178,0.006658832745789268
V,vii,12,0.000561377245508982,0.4152065380385961,0.004700352526439483
V,♭III,10,0.00046781437125748503,-0.9377008070485574,0.0039169604386995694
V,♭VI,6,0.000280688622754491,-1.1484218383642102,0.0023501762632197414
V,♭VII,16,0.0007485029940119761,-1.316977199394017,0.00626713670191931
V,♭iiø7,1,4.6781437125748506e-05,0.7486981465216713,0.0003916960438699569
V,♭vii°,1,4.6781437125748506e-05,1.4418453270816165,0.0003916960438699569
V,♯IV,2,9.356287425149701e-05,-1.2323033223449122,0.0007833920877399138
V,♯VI,1,4.6781437125748506e-05,-1.1231040303799205,0.0003916960438699569
V,♯iv,2,9.356287425149701e-05,-2.1135027344077972,0.0007833920877399138
V,♯vi,1,4.6781437125748506e-05,-1.1231040303799205,0.0003916960438699569
V,♯v°,7,0.0003274700598802395,1.8836780793606558,0.0027418723070896985
V+,I,4,0.00018712574850299402,1.3983891015502057,0.6666666666666666
V+,V+,2,9.356287425149701e-05,7.09938993324453,0.3333333333333333
V43,I,1,4.6781437125748506e-05,1.8038542096583703,1.0
V6,I,26,0.0012163173652694611,0.12030832507054762,0.18840579710144928
V6,II,3,0.0001403443113772455,0.1208655833741854,0.021739130434782608
V6,IV,27,0.0012630988023952096,0.34932382310389326,0.1956521739130435
V6,IVM7,8,0.00037425149700598805,3.0332162479891256,0.057971014492753624
V6,V,3,0.0001403443113772455,-1.7080376262996328,0.021739130434782608
V6,i,4,0.00018712574850299402,-0.8606427868113493,0.028985507246376812
V6,ii,2,9.356287425149701e-05,-0.7881523891708897,0.014492753623188406
V6,vi,40,0.0018712574850299401,1.5180890150262663,0.2898550724637681
V6,vi7,25,0.0011695359281437125,3.4795033506175446,0.18115942028985507
V64,II,1,4.6781437125748506e-05,1.0735239594192156,0.05555555555555555
V64,V,3,0.0001403443113772455,0.34323303841350683,0.16666666666666666
V64,ii,8,0.00037425149700598805,2.6494126366621407,0.4444444444444444
V64,♭iii°7,3,0.0001403443113772455,6.811707860792749,0.16666666666666666
V64,♭iiø7,3,0.0001403443113772455,6.811707860792749,0.16666666666666666
V65,I,4,0.00018712574850299402,1.2442384217229474,0.5714285714285714
V65,II,2,9.356287425149701e-05,2.7111327488200123,0.2857142857142857
V65,♯VI,1,4.6781437125748506e-05,4.785755004063899,0.14285714285714285
V7,I,95,0.004444236526946108,0.9964389355494858,0.4523809523809524
V7,I64,1,4.6781437125748506e-05,1.0731214639418558,0.004761904761904762
V7,I7,1,4.6781437125748506e-05,0.259021672964248,0.004761904761904762
V7,II,2,9.356287425149701e-05,-0.7042492678340996,0.009523809523809525
V7,III,7,0.0003274700598802395,-0.6140330620103708,0.03333333333333333
V7,IV,18,0.0008420658682634731,-0.4757910281043916,0.08571428571428572
V7,IV6,3,0.0001403443113772455,1.3082412063027813,0.014285714285714285
V7,IV7,4,0.00018712574850299402,2.4038459739069356,0.01904761904761905
V7,V,10,0.00046781437125748503,-0.9237145650738176,0.047619047619047616
V7,V+,2,9.356287425149701e-05,3.52985723676316,0.009523809523809525
V7,V7,5,0.00023390718562874252,0.8766152721559448,0.023809523809523808
V7,VI64,3,0.0001403443113772455,2.038202359985443,0.014285714285714285
V7,VII,7,0.0003274700598802395,-0.5492931107180244,0.03333333333333333
V7,i,34,0.001590568862275449,0.8597736335848005,0.1619047619047619
V7,ii,5,0.00023390718562874252,-0.2915114003968554,0.023809523809523808
V7,ii7,6,0.000280688622754491,1.1679555666126946,0.02857142857142857
V7,vi,3,0.0001403443113772455,-1.491827893519681,0.014285714285714285
V7,♭VI,2,9.356287425149701e-05,0.246442890757388,0.009523809523809525
V7,♭vi°,1,4.6781437125748506e-05,3.2421751643113788,0.004761904761904762
V7,♯I,1,4.6781437125748506e-05,0.6211363401987986,0.004761904761904762
VI,I,11,0.0005145958083832336,-2.987418255963582,0.00834597875569044
VI,II,19,0.0008888473053892215,-0.280833041938502,0.014415781487101669
VI,III,372,0.01740269461077844,1.531075070496565,0.2822458270106222
VI,III6,5,0.00023390718562874252,2.212807287818253,0.0037936267071320183
VI,III64,1,4.6781437125748506e-05,0.6033693753841527,0.0007587253414264037
VI,IV,34,0.001590568862275449,-1.6676778340952925,0.025796661608497723
VI,IVM7,2,9.356287425149701e-05,-0.6006034289417834,0.0015174506828528073
VI,V,98,0.004584580838323353,-0.46920775210818894,0.07435508345978756
VI,V6,3,0.0001403443113772455,-1.0424361812208227,0.002276176024279211
VI,VI,26,0.0012163173652694611,-1.1304772476784684,0.019726858877086494
VI,VI6,1,4.6781437125748506e-05,0.028005230480590913,0.0007587253414264037
VI,VI7,3,0.0001403443113772455,0.9547672622220412,0.002276176024279211
VI,VII,201,0.00940306886227545,0.9802260755748406,0.15250379362670713
VI,VII6,3,0.0001403443113772455,-0.49524291328395725,0.002276176024279211
VI,VII64,11,0.0005145958083832336,2.490439024416532,0.00834597875569044
VI,VII7,5,0.00023390718562874252,1.770974535539214,0.0037936267071320183
VI,i,247,0.01155501497005988,1.014925872885719,0.18740515933232169
VI,i7,28,0.001309880239520958,1.1629851633195751,0.021244309559939303
VI,ii,24,0.001122754491017964,-0.5507710551939076,0.018209408194233688
VI,iv,52,0.0024326347305389222,0.9835166755080272,0.03945371775417299
VI,v,7,0.0003274700598802395,-0.9770810001766955,0.005311077389984826
VI,v7,1,4.6781437125748506e-05,-0.6959136087461083,0.0007587253414264037
VI,vi,14,0.000654940119760479,-1.7792584252834296,0.010622154779969651
VI,vii,19,0.0008888473053892215,1.5403403124958464,0.014415781487101669
VI,vii7,2,9.356287425149701e-05,0.7856909321781071,0.0015174506828528073
VI,viiø7,2,9.356287425149701e-05,2.1074467721604266,0.0015174506828528073
VI,♭II,7,0.0003274700598802395,0.8546838036650586,0.005311077389984826
VI,♭III,2,9.356287425149701e-05,-1.8815372744038474,0.0015174506828528073
VI,♭V,2,9.356287425149701e-05,1.008834483492317,0.0015174506828528073
VI,♭VII,1,4.6781437125748506e-05,-3.4239644765549877,0.0007587253414264037
VI,♭vi,1,4.6781437125748506e-05,2.1074467721604266,0.0007587253414264037
VI,♭vii°,1,4.6781437125748506e-05,2.1074467721604266,0.0007587253414264037
VI,♯I,44,0.0020583832335329343,2.5774504014061623,0.03338391502276176
VI,♯III+,3,0.0001403443113772455,2.800593952720372,0.002276176024279211
VI,♯IV7,4,0.00018712574850299402,1.788993041041892,0.0030349013657056147
VI,♯V,1,4.6781437125748506e-05,1.4142995916004815,0.0007587253414264037
VI,♯i,8,0.00037425149700598805,0.5105876419331865,0.006069802731411229
VI,♯i64,2,9.356287425149701e-05,2.395128844612208,0.0015174506828528073
VI,♯iv,44,0.0020583832335329343,1.6431411640293287,0.03338391502276176
VI,♯v,7,0.0003274700598802395,2.1074467721604266,0.005311077389984826
VI+,I,4,0.00018712574850299402,1.3983891015502057,0.6666666666666666
VI+,IV,2,9.356287425149701e-05,0.896517091040759,0.3333333333333333
VI6,II,10,0.00046781437125748503,3.4938920880696447,0.625
VI6,V,6,0.000280688622754491,1.1541632546298355,0.375
VI64,II,2,9.356287425149701e-05,0.9681634437613893,0.05128205128205128
VI64,III,4,0.00018712574850299402,0.49876386164969544,0.10256410256410256
VI64,V7,4,0.00018712574850299402,2.325884432437224,0.10256410256410256
VI64,VI64,3,0.0001403443113772455,3.7106150715809316,0.07692307692307693
